time,C,D,E,I,S,T
3.64559999999997, 3515.6818756, 404.8791934, 2.4324667, 2218.6195889, 2567.0411679,-35.7688337
3.64869999999997, 3514.6281939, 405.3377384, 2.4345333, 2218.6617436, 2566.0420512,-35.7809206
3.65179999999997, 3513.5747969, 405.7962919, 2.4366000, 2218.7028187, 2565.0442347,-35.7926863
3.65489999999997, 3512.5216871, 406.2548538, 2.4386667, 2218.7428168, 2564.0477175,-35.8041316
3.65799999999997, 3511.4688667, 406.7134237, 2.4407333, 2218.7817404, 2563.0524986,-35.8152572
3.66109999999997, 3510.4163381, 407.1720016, 2.4428000, 2218.8195919, 2562.0585770,-35.8260638
3.66419999999997, 3509.3641038, 407.6305871, 2.4448667, 2218.8563739, 2561.0659518,-35.8365522
3.66729999999997, 3508.3121662, 408.0891800, 2.4469333, 2218.8920889, 2560.0746221,-35.8467231
3.67039999999997, 3507.2605275, 408.5477801, 2.4490000, 2218.9267394, 2559.0845867,-35.8565772
3.67349999999997, 3506.2091901, 409.0063873, 2.4510667, 2218.9603279, 2558.0958448,-35.8661153
3.67659999999997, 3505.1581564, 409.4650012, 2.4531333, 2218.9928568, 2557.1083954,-35.8753381
3.67969999999997, 3504.1074287, 409.9236217, 2.4552000, 2219.0243287, 2556.1222374,-35.8842463
3.68279999999997, 3503.0570093, 410.3822485, 2.4572667, 2219.0547460, 2555.1373700,-35.8928406
3.68589999999997, 3502.0069005, 410.8408815, 2.4593333, 2219.0841111, 2554.1537921,-35.9011219
3.68899999999997, 3500.9571046, 411.2995203, 2.4614000, 2219.1124267, 2553.1715027,-35.9090908
3.69209999999997, 3499.9076239, 411.7581648, 2.4634667, 2219.1396951, 2552.1905008,-35.9167481
3.69519999999997, 3498.8584608, 412.2168149, 2.4655333, 2219.1659188, 2551.2107855,-35.9240944
3.69829999999997, 3497.8096174, 412.6754701, 2.4676000, 2219.1911002, 2550.2323557,-35.9311306
3.70139999999997, 3496.7610960, 413.1341305, 2.4696667, 2219.2152419, 2549.2552105,-35.9378573
3.70449999999997, 3495.7128990, 413.5927956, 2.4717333, 2219.2383463, 2548.2793488,-35.9442753
3.70759999999997, 3494.6650284, 414.0514654, 2.4738000, 2219.2604157, 2547.3047697,-35.9503853
3.71069999999997, 3493.6174867, 414.5101395, 2.4758667, 2219.2814528, 2546.3314721,-35.9561880
3.71379999999996, 3492.5702759, 414.9688179, 2.4779333, 2219.3014599, 2545.3594551,-35.9616842
3.71689999999996, 3491.5233983, 415.4275002, 2.4800000, 2219.3204395, 2544.3887176,-35.9668745
3.71999999999996, 3490.4768561, 415.8861863, 2.4820667, 2219.3383939, 2543.4192586,-35.9717598
3.72309999999996, 3489.4306516, 416.3448759, 2.4841333, 2219.3553257, 2542.4510772,-35.9763407
3.72619999999996, 3488.3847869, 416.8035689, 2.4862000, 2219.3712372, 2541.4841722,-35.9806179
3.72929999999996, 3487.3392641, 417.2622650, 2.4882667, 2219.3861310, 2540.5185428,-35.9845922
3.73239999999996, 3486.2940855, 417.7209641, 2.4903333, 2219.4000093, 2539.5541878,-35.9882643
3.73549999999996, 3485.2492533, 418.1796658, 2.4924000, 2219.4128746, 2538.5911064,-35.9916349
3.73859999999996, 3484.2047694, 418.6383700, 2.4944667, 2219.4247294, 2537.6292973,-35.9947047
3.74169999999996, 3483.1606363, 419.0970766, 2.4965333, 2219.4355760, 2536.6687597,-35.9974745
3.74479999999996, 3482.1168558, 419.5557852, 2.4986000, 2219.4454169, 2535.7094924,-35.9999450
3.74789999999996, 3481.0734302, 420.0144957, 2.5006667, 2219.4542545, 2534.7514946,-36.0021169
3.75099999999996, 3480.0303617, 420.4732079, 2.5027333, 2219.4620911, 2533.7947651,-36.0039908
3.75409999999996, 3478.9876522, 420.9319215, 2.5048000, 2219.4689291, 2532.8393029,-36.0055676
3.75719999999996, 3477.9453039, 421.3906364, 2.5068667, 2219.4747710, 2531.8851070,-36.0068479
3.76029999999996, 3476.9033189, 421.8493524, 2.5089333, 2219.4796191, 2530.9321764,-36.0078325
3.76339999999996, 3475.8616993, 422.3080692, 2.5110000, 2219.4834759, 2529.9805101,-36.0085220
3.76649999999996, 3474.8204471, 422.7667866, 2.5130667, 2219.4863436, 2529.0301069,-36.0089173
3.76959999999996, 3473.7795644, 423.2255045, 2.5151333, 2219.4882248, 2528.0809659,-36.0090189
3.77269999999996, 3472.7390532, 423.6842226, 2.5172000, 2219.4891216, 2527.1330861,-36.0088276
3.77579999999996, 3471.6989157, 424.1429408, 2.5192667, 2219.4890366, 2526.1864663,-36.0083442
3.77889999999996, 3470.6591538, 424.6016587, 2.5213333, 2219.4879721, 2525.2411056,-36.0075692
3.78199999999996, 3469.6197696, 425.0603764, 2.5234000, 2219.4859304, 2524.2970029,-36.0065035
3.78509999999996, 3468.5807650, 425.5190934, 2.5254667, 2219.4829139, 2523.3541573,-36.0051478
3.78819999999996, 3467.5421422, 425.9778097, 2.5275333, 2219.4789250, 2522.4125675,-36.0035027
3.79129999999996, 3466.5039030, 426.4365249, 2.5296000, 2219.4739661, 2521.4722327,-36.0015690
3.79439999999996, 3465.4660495, 426.8952390, 2.5316667, 2219.4680393, 2520.5331517,-35.9993473
3.79749999999996, 3464.4285837, 427.3539518, 2.5337333, 2219.4611472, 2519.5953235,-35.9968384
3.80059999999996, 3463.3915075, 427.8126629, 2.5358000, 2219.4532921, 2518.6587471,-35.9940430
3.80369999999996, 3462.3548230, 428.2713723, 2.5378667, 2219.4444762, 2517.7234213,-35.9909618
3.80679999999996, 3461.3185320, 428.7300797, 2.5399333, 2219.4347019, 2516.7893453,-35.9875955
3.80989999999996, 3460.2826365, 429.1887850, 2.5420000, 2219.4239716, 2515.8565179,-35.9839448
3.81299999999996, 3459.2471385, 429.6474879, 2.5440667, 2219.4122876, 2514.9249380,-35.9800103
3.81609999999996, 3458.2120399, 430.1061882, 2.5461333, 2219.3996522, 2513.9946047,-35.9757929
3.81919999999996, 3457.1773426, 430.5648857, 2.5482000, 2219.3860676, 2513.0655168,-35.9712932
3.82229999999996, 3456.1430486, 431.0235803, 2.5502667, 2219.3715364, 2512.1376733,-35.9665118
3.82539999999996, 3455.1091597, 431.4822718, 2.5523333, 2219.3560607, 2511.2110732,-35.9614496
3.82849999999996, 3454.0756778, 431.9409599, 2.5544000, 2219.3396428, 2510.2857154,-35.9561071
3.83159999999996, 3453.0426048, 432.3996445, 2.5564667, 2219.3222851, 2509.3615988,-35.9504851
3.83469999999996, 3452.0099427, 432.8583253, 2.5585333, 2219.3039898, 2508.4387224,-35.9445844
3.83779999999996, 3450.9776932, 433.3170022, 2.5606000, 2219.2847593, 2507.5170851,-35.9384055
3.84089999999996, 3449.9458583, 433.7756750, 2.5626667, 2219.2645959, 2506.5966859,-35.9319492
3.84399999999996, 3448.9144397, 434.2343435, 2.5647333, 2219.2435018, 2505.6775237,-35.9252161
3.84709999999996, 3447.8834395, 434.6930074, 2.5668000, 2219.2214794, 2504.7595974,-35.9182071
3.85019999999996, 3446.8528593, 435.1516667, 2.5688667, 2219.1985308, 2503.8429060,-35.9109227
3.85329999999996, 3445.8227010, 435.6103211, 2.5709333, 2219.1746585, 2502.9274485,-35.9033636
3.85639999999996, 3444.7929665, 436.0689704, 2.5730000, 2219.1498646, 2502.0132237,-35.8955306
3.85949999999996, 3443.7636575, 436.5276144, 2.5750667, 2219.1241515, 2501.1002305,-35.8874244
3.86259999999996, 3442.7347760, 436.9862530, 2.5771333, 2219.0975213, 2500.1884680,-35.8790455
3.86569999999996, 3441.7063235, 437.4448859, 2.5792000, 2219.0699765, 2499.2779351,-35.8703948
3.86879999999996, 3440.6783020, 437.9035130, 2.5812667, 2219.0415192, 2498.3686307,-35.8614729
3.87189999999996, 3439.6507133, 438.3621341, 2.5833333, 2219.0121517, 2497.4605537,-35.8522805
3.87499999999996, 3438.6235591, 438.8207490, 2.5854000, 2218.9818762, 2496.5537030,-35.8428182
3.87809999999996, 3437.5968411, 439.2793575, 2.5874667, 2218.9506951, 2495.6480777,-35.8330868
3.88119999999996, 3436.5705612, 439.7379593, 2.5895333, 2218.9186104, 2494.7436766,-35.8230870
3.88429999999996, 3435.5447211, 440.1965544, 2.5916000, 2218.8856246, 2493.8404986,-35.8128194
3.88739999999996, 3434.5193225, 440.6551426, 2.5936667, 2218.8517398, 2492.9385427,-35.8022847
3.89049999999996, 3433.4943671, 441.1137236, 2.5957333, 2218.8169583, 2492.0378078,-35.7914836
3.89359999999996, 3432.4698568, 441.5722973, 2.5978000, 2218.7812823, 2491.1382929,-35.7804168
3.89669999999996, 3431.4457931, 442.0308634, 2.5998667, 2218.7447140, 2490.2399968,-35.7690849
3.89979999999996, 3430.4221779, 442.4894219, 2.6019333, 2218.7072557, 2489.3429186,-35.7574887
3.90289999999996, 3429.3990128, 442.9479725, 2.6040000, 2218.6689096, 2488.4470570,-35.7456288
3.90599999999996, 3428.3762995, 443.4065150, 2.6060667, 2218.6296778, 2487.5524111,-35.7335060
3.90909999999996, 3427.3540396, 443.8650493, 2.6081333, 2218.5895627, 2486.6589798,-35.7211208
3.91219999999996, 3426.3322350, 444.3235751, 2.6102000, 2218.5485664, 2485.7667620,-35.7084739
3.91529999999996, 3425.3108872, 444.7820924, 2.6122667, 2218.5066912, 2484.8757567,-35.6955661
3.91839999999996, 3424.2899979, 445.2406008, 2.6143333, 2218.4639391, 2483.9859627,-35.6823980
3.92149999999996, 3423.2695688, 445.6991003, 2.6164000, 2218.4203126, 2483.0973789,-35.6689702
3.92459999999996, 3422.2496015, 446.1575906, 2.6184667, 2218.3758136, 2482.2100044,-35.6552836
3.92769999999996, 3421.2300977, 446.6160716, 2.6205333, 2218.3304445, 2481.3238380,-35.6413386
3.93079999999996, 3420.2110589, 447.0745431, 2.6226000, 2218.2842075, 2480.4388787,-35.6271361
3.93389999999996, 3419.1924868, 447.5330049, 2.6246667, 2218.2371046, 2479.5551254,-35.6126766
3.93699999999996, 3418.1743831, 447.9914568, 2.6267333, 2218.1891381, 2478.6725769,-35.5979609
3.94009999999996, 3417.1567493, 448.4498986, 2.6288000, 2218.1403102, 2477.7912323,-35.5829895
3.94319999999996, 3416.1395870, 448.9083303, 2.6308667, 2218.0906231, 2476.9110904,-35.5677633
3.94629999999996, 3415.1228979, 449.3667515, 2.6329333, 2218.0400789, 2476.0321502,-35.5522828
3.94939999999996, 3414.1066835, 449.8251621, 2.6350000, 2217.9886798, 2475.1544106,-35.5365487
3.95249999999996, 3413.0909453, 450.2835620, 2.6370667, 2217.9364279, 2474.2778704,-35.5205617
3.95559999999996, 3412.0756851, 450.7419510, 2.6391333, 2217.8833255, 2473.4025288,-35.5043225
3.95869999999996, 3411.0609042, 451.2003289, 2.6412000, 2217.8293746, 2472.5283845,-35.4878317
3.96179999999996, 3410.0466044, 451.6586954, 2.6432667, 2217.7745775, 2471.6554364,-35.4710899
3.96489999999996, 3409.0327871, 452.1170505, 2.6453333, 2217.7189363, 2470.7836836,-35.4540979
3.96799999999996, 3408.0194538, 452.5753940, 2.6474000, 2217.6624531, 2469.9131248,-35.4368563
3.97109999999995, 3407.0066062, 453.0337257, 2.6494667, 2217.6051301, 2469.0437592,-35.4193658
3.97419999999995, 3405.9942457, 453.4920454, 2.6515333, 2217.5469694, 2468.1755854,-35.4016269
3.97729999999995, 3404.9823738, 453.9503529, 2.6536000, 2217.4879732, 2467.3086026,-35.3836405
3.98039999999995, 3403.9709922, 454.4086481, 2.6556667, 2217.4281436, 2466.4428096,-35.3654071
3.98349999999995, 3402.9601022, 454.8669309, 2.6577333, 2217.3674827, 2465.5782053,-35.3469274
3.98659999999995, 3401.9497053, 455.3252009, 2.6598000, 2217.3059927, 2464.7147886,-35.3282021
3.98969999999995, 3400.9398031, 455.7834581, 2.6618667, 2217.2436757, 2463.8525585,-35.3092318
3.99279999999995, 3399.9303971, 456.2417023, 2.6639333, 2217.1805337, 2462.9915139,-35.2900171
3.99589999999995, 3398.9214887, 456.6999334, 2.6660000, 2217.1165690, 2462.1316536,-35.2705588
3.99899999999995, 3397.9130793, 457.1581511, 2.6680667, 2217.0517836, 2461.2729768,-35.2508574
4.00209999999995, 3396.9051705, 457.6163552, 2.6701333, 2216.9861797, 2460.4154821,-35.2309137
4.00519999999995, 3395.8977637, 458.0745457, 2.6722000, 2216.9197593, 2459.5591686,-35.2107283
4.00829999999995, 3394.8908604, 458.5327223, 2.6742667, 2216.8525246, 2458.7040352,-35.1903018
4.01139999999995, 3393.8844619, 458.9908849, 2.6763333, 2216.7844776, 2457.8500808,-35.1696349
4.01449999999995, 3392.8785698, 459.4490333, 2.6784000, 2216.7156205, 2456.9973044,-35.1487283
4.01759999999995, 3391.8731854, 459.9071673, 2.6804667, 2216.6459554, 2456.1457047,-35.1275825
4.02069999999995, 3390.8683101, 460.3652869, 2.6825333, 2216.5754842, 2455.2952809,-35.1061983
4.02379999999995, 3389.8639454, 460.8233917, 2.6846000, 2216.5042092, 2454.4460317,-35.0845762
4.02689999999995, 3388.8600928, 461.2814817, 2.6866667, 2216.4321324, 2453.5979561,-35.0627170
4.02999999999995, 3387.8567534, 461.7395566, 2.6887333, 2216.3592559, 2452.7510531,-35.0406212
4.03309999999995, 3386.8539289, 462.1976164, 2.6908000, 2216.2855818, 2451.9053215,-35.0182896
4.03619999999995, 3385.8516205, 462.6556608, 2.6928667, 2216.2111121, 2451.0607603,-34.9957227
4.03929999999995, 3384.8498296, 463.1136897, 2.6949333, 2216.1358489, 2450.2173684,-34.9729213
4.04239999999995, 3383.8485576, 463.5717029, 2.6970000, 2216.0597942, 2449.3751447,-34.9498858
4.04549999999995, 3382.8478059, 464.0297002, 2.6990667, 2215.9829502, 2448.5340881,-34.9266171
4.04859999999995, 3381.8475758, 464.4876816, 2.7011333, 2215.9053189, 2447.6941976,-34.9031157
4.05169999999995, 3380.8478687, 464.9456468, 2.7032000, 2215.8269023, 2446.8554720,-34.8793823
4.05479999999995, 3379.8486858, 465.4035957, 2.7052667, 2215.7477026, 2446.0179104,-34.8554175
4.05789999999995, 3378.8500286, 465.8615280, 2.7073333, 2215.6677216, 2445.1815116,-34.8312219
4.06099999999995, 3377.8518984, 466.3194437, 2.7094000, 2215.5869616, 2444.3462745,-34.8067962
4.06409999999995, 3376.8542965, 466.7773426, 2.7114667, 2215.5054245, 2443.5121981,-34.7821411
4.06719999999995, 3375.8572241, 467.2352246, 2.7135333, 2215.4231124, 2442.6792813,-34.7572571
4.07029999999995, 3374.8606827, 467.6930894, 2.7156000, 2215.3400273, 2441.8475229,-34.7321448
4.07339999999995, 3373.8646735, 468.1509369, 2.7176667, 2215.2561713, 2441.0169221,-34.7068051
4.07649999999995, 3372.8691979, 468.6087669, 2.7197333, 2215.1715463, 2440.1874775,-34.6812383
4.07959999999995, 3371.8742570, 469.0665793, 2.7218000, 2215.0861544, 2439.3591883,-34.6554453
4.08269999999995, 3370.8798522, 469.5243740, 2.7238667, 2214.9999977, 2438.5320533,-34.6294266
4.08579999999995, 3369.8859848, 469.9821508, 2.7259333, 2214.9130780, 2437.7060714,-34.6031828
4.08889999999995, 3368.8926560, 470.4399094, 2.7280000, 2214.8253976, 2436.8812416,-34.5767146
4.09199999999995, 3367.8998671, 470.8976498, 2.7300667, 2214.7369583, 2436.0575627,-34.5500226
4.09509999999995, 3366.9076193, 471.3553718, 2.7321333, 2214.6477621, 2435.2350338,-34.5231075
4.09819999999995, 3365.9159139, 471.8130753, 2.7342000, 2214.5578112, 2434.4136537,-34.4959699
4.10129999999995, 3364.9247522, 472.2707600, 2.7362667, 2214.4671074, 2433.5934213,-34.4686103
4.10439999999995, 3363.9341354, 472.7284259, 2.7383333, 2214.3756528, 2432.7743356,-34.4410294
4.10749999999995, 3362.9440646, 473.1860728, 2.7404000, 2214.2834494, 2431.9563956,-34.4132279
4.11059999999995, 3361.9545412, 473.6437005, 2.7424667, 2214.1904992, 2431.1396001,-34.3852064
4.11369999999995, 3360.9655663, 474.1013088, 2.7445333, 2214.0968041, 2430.3239480,-34.3569654
4.11679999999995, 3359.9771412, 474.5588977, 2.7466000, 2214.0023662, 2429.5094384,-34.3285057
4.11989999999995, 3358.9892671, 475.0164670, 2.7486667, 2213.9071874, 2428.6960701,-34.2998278
4.12299999999995, 3358.0019451, 475.4740164, 2.7507333, 2213.8112697, 2427.8838420,-34.2709323
4.12609999999995, 3357.0151765, 475.9315459, 2.7528000, 2213.7146150, 2427.0727531,-34.2418199
4.12919999999995, 3356.0289624, 476.3890554, 2.7548667, 2213.6172255, 2426.2628023,-34.2124912
4.13229999999995, 3355.0433040, 476.8465445, 2.7569333, 2213.5191029, 2425.4539886,-34.1829468
4.13539999999995, 3354.0582025, 477.3040133, 2.7590000, 2213.4202493, 2424.6463108,-34.1531874
4.13849999999995, 3353.0736591, 477.7614615, 2.7610667, 2213.3206667, 2423.8397680,-34.1232135
4.14159999999995, 3352.0896748, 478.2188891, 2.7631333, 2213.2203570, 2423.0343590,-34.0930257
4.14469999999995, 3351.1062510, 478.6762958, 2.7652000, 2213.1193221, 2422.2300827,-34.0626247
4.14779999999995, 3350.1233887, 479.1336815, 2.7672667, 2213.0175641, 2421.4269382,-34.0320111
4.15089999999995, 3349.1410890, 479.5910460, 2.7693333, 2212.9150848, 2420.6249243,-34.0011855
4.15399999999995, 3348.1593531, 480.0483893, 2.7714000, 2212.8118863, 2419.8240399,-33.9701486
4.15709999999995, 3347.1781822, 480.5057111, 2.7734667, 2212.7079703, 2419.0242841,-33.9389008
4.16019999999995, 3346.1975773, 480.9630113, 2.7755333, 2212.6033390, 2418.2256557,-33.9074429
4.16329999999995, 3345.2175396, 481.4202898, 2.7776000, 2212.4979942, 2417.4281536,-33.8757754
4.16639999999995, 3344.2380702, 481.8775464, 2.7796667, 2212.3919379, 2416.6317769,-33.8438989
4.16949999999995, 3343.2591701, 482.3347809, 2.7817333, 2212.2851719, 2415.8365244,-33.8118141
4.17259999999995, 3342.2808406, 482.7919933, 2.7838000, 2212.1776983, 2415.0423951,-33.7795216
4.17569999999995, 3341.3030826, 483.2491834, 2.7858667, 2212.0695189, 2414.2493879,-33.7470220
4.17879999999995, 3340.3258973, 483.7063510, 2.7879333, 2211.9606357, 2413.4575018,-33.7143158
4.18189999999995, 3339.3492857, 484.1634959, 2.7900000, 2211.8510505, 2412.6667356,-33.6814037
4.18499999999995, 3338.3732490, 484.6206182, 2.7920667, 2211.7407654, 2411.8770884,-33.6482863
4.18809999999995, 3337.3977881, 485.0777175, 2.7941333, 2211.6297821, 2411.0885590,-33.6149642
4.19119999999995, 3336.4229042, 485.5347937, 2.7962000, 2211.5181027, 2410.3011465,-33.5814380
4.19429999999995, 3335.4485984, 485.9918468, 2.7982667, 2211.4057289, 2409.5148497,-33.5477082
4.19739999999995, 3334.4748716, 486.4488765, 2.8003333, 2211.2926628, 2408.7296676,-33.5137756
4.20049999999995, 3333.5017249, 486.9058828, 2.8024000, 2211.1789061, 2407.9455991,-33.4796406
4.20359999999995, 3332.5291594, 487.3628654, 2.8044667, 2211.0644609, 2407.1626432,-33.4453039
4.20669999999995, 3331.5571761, 487.8198243, 2.8065333, 2210.9493290, 2406.3807989,-33.4107662
4.20979999999995, 3330.5857760, 488.2767593, 2.8086000, 2210.8335122, 2405.6000650,-33.3760279
4.21289999999995, 3329.6149601, 488.7336702, 2.8106667, 2210.7170125, 2404.8204404,-33.3410896
4.21599999999995, 3328.6447295, 489.1905569, 2.8127333, 2210.5998318, 2404.0419243,-33.3059521
4.21909999999995, 3327.6750852, 489.6474193, 2.8148000, 2210.4819718, 2403.2645154,-33.2706158
4.22219999999995, 3326.7060281, 490.1042573, 2.8168667, 2210.3634346, 2402.4882128,-33.2350814
4.22529999999995, 3325.7375594, 490.5610706, 2.8189333, 2210.2442219, 2401.7130154,-33.1993494
4.22839999999995, 3324.7696799, 491.0178592, 2.8210000, 2210.1243357, 2400.9389221,-33.1634205
4.23149999999995, 3323.8023907, 491.4746229, 2.8230667, 2210.0037778, 2400.1659319,-33.1272952
4.23459999999995, 3322.8356928, 491.9313616, 2.8251333, 2209.8825500, 2399.3940437,-33.0909741
4.23769999999995, 3321.8695870, 492.3880751, 2.8272000, 2209.7606543, 2398.6232566,-33.0544579
4.24079999999995, 3320.9040745, 492.8447633, 2.8292667, 2209.6380925, 2397.8535693,-33.0177470
4.24389999999994, 3319.9391562, 493.3014261, 2.8313333, 2209.5148664, 2397.0849809,-32.9808422
4.24699999999994, 3318.9748329, 493.7580633, 2.8334000, 2209.3909778, 2396.3174904,-32.9437439
4.25009999999994, 3318.0111058, 494.2146748, 2.8354667, 2209.2664287, 2395.5510967,-32.9064528
4.25319999999994, 3317.0479757, 494.6712604, 2.8375333, 2209.1412209, 2394.7857987,-32.8689694
4.25629999999994, 3316.0854436, 495.1278201, 2.8396000, 2209.0153562, 2394.0215954,-32.8312944
4.25939999999994, 3315.1235104, 495.5843536, 2.8416667, 2208.8888364, 2393.2584857,-32.7934283
4.26249999999994, 3314.1621771, 496.0408609, 2.8437333, 2208.7616634, 2392.4964687,-32.7553717
4.26559999999994, 3313.2014446, 496.4973418, 2.8458000, 2208.6338390, 2391.7355432,-32.7171252
4.26869999999994, 3312.2413137, 496.9537962, 2.8478667, 2208.5053651, 2390.9757082,-32.6786893
4.27179999999994, 3311.2817855, 497.4102239, 2.8499333, 2208.3762434, 2390.2169627,-32.6400647
4.27489999999994, 3310.3228609, 497.8666249, 2.8520000, 2208.2464758, 2389.4593056,-32.6012519
4.27799999999994, 3309.3645407, 498.3229989, 2.8540667, 2208.1160641, 2388.7027360,-32.5622515
4.28109999999994, 3308.4068258, 498.7793458, 2.8561333, 2207.9850102, 2387.9472526,-32.5230641
4.28419999999994, 3307.4497173, 499.2356656, 2.8582000, 2207.8533157, 2387.1928546,-32.4836902
4.28729999999994, 3306.4932158, 499.6919581, 2.8602667, 2207.7209826, 2386.4395409,-32.4441304
4.29039999999994, 3305.5373224, 500.1482231, 2.8623333, 2207.5880127, 2385.6873104,-32.4043854
4.29349999999994, 3304.5820379, 500.6044605, 2.8644000, 2207.4544077, 2384.9361621,-32.3644557
4.29659999999994, 3303.6273631, 501.0606702, 2.8664667, 2207.3201694, 2384.1860949,-32.3243417
4.29969999999994, 3302.6732991, 501.5168520, 2.8685333, 2207.1852997, 2383.4371079,-32.2840443
4.30279999999994, 3301.7198465, 501.9730059, 2.8706000, 2207.0498003, 2382.6891999,-32.2435638
