time,C,D,E,I,S,T
22.7508999999992, 2023.9044905, 2627.6390066, 15.1693333, 1429.4442448, 1637.5526892, 15.5050644
22.7539999999992, 2023.7908650, 2627.9344126, 15.1714000, 1429.3638503, 1637.4607524, 15.5059197
22.7570999999992, 2023.6772461, 2628.2298020, 15.1734667, 1429.2834604, 1637.3688208, 15.5067751
22.7601999999992, 2023.5636338, 2628.5251748, 15.1755333, 1429.2030752, 1637.2768946, 15.5076305
22.7632999999992, 2023.4500281, 2628.8205310, 15.1776000, 1429.1226947, 1637.1849737, 15.5084860
22.7663999999992, 2023.3364289, 2629.1158705, 15.1796667, 1429.0423189, 1637.0930581, 15.5093415
22.7694999999992, 2023.2228363, 2629.4111935, 15.1817333, 1428.9619478, 1637.0011478, 15.5101971
22.7725999999992, 2023.1092503, 2629.7064998, 15.1838000, 1428.8815813, 1636.9092428, 15.5110527
22.7756999999992, 2022.9956708, 2630.0017896, 15.1858667, 1428.8012196, 1636.8173431, 15.5119083
22.7787999999992, 2022.8820979, 2630.2970627, 15.1879333, 1428.7208625, 1636.7254488, 15.5127640
22.7818999999992, 2022.7685316, 2630.5923192, 15.1900000, 1428.6405101, 1636.6335597, 15.5136197
22.7849999999992, 2022.6549719, 2630.8875592, 15.1920667, 1428.5601625, 1636.5416760, 15.5144755
22.7880999999992, 2022.5414187, 2631.1827825, 15.1941333, 1428.4798194, 1636.4497975, 15.5153313
22.7911999999992, 2022.4278721, 2631.4779892, 15.1962000, 1428.3994811, 1636.3579244, 15.5161872
22.7942999999992, 2022.3143320, 2631.7731793, 15.1982667, 1428.3191475, 1636.2660566, 15.5170431
22.7973999999992, 2022.2007986, 2632.0683528, 15.2003333, 1428.2388185, 1636.1741941, 15.5178991
22.8004999999992, 2022.0872716, 2632.3635097, 15.2024000, 1428.1584943, 1636.0823369, 15.5187550
22.8035999999992, 2021.9737513, 2632.6586500, 15.2044667, 1428.0781747, 1635.9904850, 15.5196111
22.8066999999992, 2021.8602375, 2632.9537737, 15.2065333, 1427.9978598, 1635.8986384, 15.5204672
22.8097999999992, 2021.7467303, 2633.2488808, 15.2086000, 1427.9175496, 1635.8067971, 15.5213233
22.8128999999992, 2021.6332296, 2633.5439714, 15.2106667, 1427.8372441, 1635.7149611, 15.5221794
22.8159999999992, 2021.5197355, 2633.8390453, 15.2127333, 1427.7569432, 1635.6231304, 15.5230357
22.8190999999992, 2021.4062480, 2634.1341026, 15.2148000, 1427.6766471, 1635.5313051, 15.5238919
22.8221999999992, 2021.2927671, 2634.4291433, 15.2168667, 1427.5963556, 1635.4394850, 15.5247482
22.8252999999992, 2021.1792927, 2634.7241675, 15.2189333, 1427.5160688, 1635.3476703, 15.5256045
22.8283999999992, 2021.0658248, 2635.0191750, 15.2210000, 1427.4357866, 1635.2558608, 15.5264609
22.8314999999992, 2020.9523636, 2635.3141660, 15.2230667, 1427.3555092, 1635.1640567, 15.5273173
22.8345999999992, 2020.8389089, 2635.6091403, 15.2251333, 1427.2752365, 1635.0722578, 15.5281738
22.8376999999992, 2020.7254607, 2635.9040981, 15.2272000, 1427.1949684, 1634.9804643, 15.5290303
22.8407999999992, 2020.6120191, 2636.1990393, 15.2292667, 1427.1147050, 1634.8886761, 15.5298869
22.8438999999992, 2020.4985841, 2636.4939639, 15.2313333, 1427.0344463, 1634.7968932, 15.5307435
22.8469999999992, 2020.3851557, 2636.7888719, 15.2334000, 1426.9541922, 1634.7051155, 15.5316001
22.8500999999992, 2020.2717338, 2637.0837634, 15.2354667, 1426.8739429, 1634.6133432, 15.5324568
22.8531999999992, 2020.1583184, 2637.3786382, 15.2375333, 1426.7936982, 1634.5215762, 15.5333135
22.8562999999992, 2020.0449096, 2637.6734965, 15.2396000, 1426.7134582, 1634.4298145, 15.5341703
22.8593999999992, 2019.9315074, 2637.9683381, 15.2416667, 1426.6332229, 1634.3380581, 15.5350271
22.8624999999992, 2019.8181118, 2638.2631632, 15.2437333, 1426.5529922, 1634.2463070, 15.5358839
22.8655999999992, 2019.7047227, 2638.5579718, 15.2458000, 1426.4727663, 1634.1545612, 15.5367408
22.8686999999992, 2019.5913401, 2638.8527637, 15.2478667, 1426.3925450, 1634.0628207, 15.5375978
22.8717999999992, 2019.4779641, 2639.1475391, 15.2499333, 1426.3123284, 1633.9710855, 15.5384548
22.8748999999992, 2019.3645947, 2639.4422979, 15.2520000, 1426.2321164, 1633.8793556, 15.5393118
22.8779999999992, 2019.2512319, 2639.7370401, 15.2540667, 1426.1519092, 1633.7876310, 15.5401689
22.8810999999992, 2019.1378755, 2640.0317657, 15.2561333, 1426.0717066, 1633.6959117, 15.5410260
22.8841999999992, 2019.0245258, 2640.3264748, 15.2582000, 1425.9915087, 1633.6041977, 15.5418831
22.8872999999992, 2018.9111826, 2640.6211672, 15.2602667, 1425.9113155, 1633.5124890, 15.5427403
22.8903999999992, 2018.7978459, 2640.9158431, 15.2623333, 1425.8311269, 1633.4207855, 15.5435976
22.8934999999992, 2018.6845159, 2641.2105025, 15.2644000, 1425.7509430, 1633.3290874, 15.5444549
22.8965999999992, 2018.5711923, 2641.5051453, 15.2664667, 1425.6707638, 1633.2373946, 15.5453122
22.8996999999992, 2018.4578754, 2641.7997715, 15.2685333, 1425.5905893, 1633.1457071, 15.5461696
22.9027999999992, 2018.3445649, 2642.0943811, 15.2706000, 1425.5104194, 1633.0540249, 15.5470270
22.9058999999992, 2018.2312611, 2642.3889742, 15.2726667, 1425.4302543, 1632.9623480, 15.5478844
22.9089999999992, 2018.1179638, 2642.6835507, 15.2747333, 1425.3500938, 1632.8706764, 15.5487419
22.9120999999992, 2018.0046730, 2642.9781106, 15.2768000, 1425.2699379, 1632.7790101, 15.5495995
22.9151999999992, 2017.8913888, 2643.2726540, 15.2788667, 1425.1897868, 1632.6873491, 15.5504571
22.9182999999992, 2017.7781111, 2643.5671808, 15.2809333, 1425.1096403, 1632.5956934, 15.5513147
22.9213999999992, 2017.6648400, 2643.8616910, 15.2830000, 1425.0294984, 1632.5040429, 15.5521724
22.9244999999992, 2017.5515755, 2644.1561847, 15.2850667, 1424.9493613, 1632.4123978, 15.5530301
22.9275999999992, 2017.4383175, 2644.4506618, 15.2871333, 1424.8692288, 1632.3207580, 15.5538879
22.9306999999992, 2017.3250660, 2644.7451223, 15.2892000, 1424.7891010, 1632.2291235, 15.5547457
22.9337999999992, 2017.2118212, 2645.0395663, 15.2912667, 1424.7089779, 1632.1374942, 15.5556035
22.9368999999992, 2017.0985828, 2645.3339938, 15.2933333, 1424.6288594, 1632.0458703, 15.5564614
22.9399999999992, 2016.9853510, 2645.6284047, 15.2954000, 1424.5487456, 1631.9542516, 15.5573193
22.9430999999992, 2016.8721258, 2645.9227990, 15.2974667, 1424.4686365, 1631.8626383, 15.5581773
22.9461999999992, 2016.7589071, 2646.2171768, 15.2995333, 1424.3885320, 1631.7710302, 15.5590353
22.9492999999992, 2016.6456949, 2646.5115380, 15.3016000, 1424.3084322, 1631.6794275, 15.5598934
22.9523999999992, 2016.5324893, 2646.8058826, 15.3036667, 1424.2283371, 1631.5878300, 15.5607515
22.9554999999992, 2016.4192903, 2647.1002108, 15.3057333, 1424.1482467, 1631.4962378, 15.5616097
22.9585999999992, 2016.3060978, 2647.3945223, 15.3078000, 1424.0681609, 1631.4046509, 15.5624678
22.9616999999992, 2016.1929118, 2647.6888173, 15.3098667, 1423.9880798, 1631.3130693, 15.5633261
22.9647999999992, 2016.0797324, 2647.9830958, 15.3119333, 1423.9080033, 1631.2214930, 15.5641844
22.9678999999992, 2015.9665596, 2648.2773577, 15.3140000, 1423.8279316, 1631.1299220, 15.5650427
22.9709999999992, 2015.8533933, 2648.5716031, 15.3160667, 1423.7478644, 1631.0383563, 15.5659011
22.9740999999992, 2015.7402335, 2648.8658319, 15.3181333, 1423.6678020, 1630.9467959, 15.5667595
22.9771999999992, 2015.6270803, 2649.1600442, 15.3202000, 1423.5877442, 1630.8552408, 15.5676179
22.9802999999992, 2015.5139336, 2649.4542399, 15.3222667, 1423.5076911, 1630.7636909, 15.5684764
22.9833999999992, 2015.4007935, 2649.7484191, 15.3243333, 1423.4276427, 1630.6721464, 15.5693350
22.9864999999992, 2015.2876599, 2650.0425817, 15.3264000, 1423.3475989, 1630.5806071, 15.5701935
22.9895999999992, 2015.1745329, 2650.3367278, 15.3284667, 1423.2675598, 1630.4890732, 15.5710522
22.9926999999992, 2015.0614124, 2650.6308574, 15.3305333, 1423.1875253, 1630.3975445, 15.5719108
22.9957999999992, 2014.9482984, 2650.9249704, 15.3326000, 1423.1074955, 1630.3060211, 15.5727695
22.9988999999992, 2014.8351910, 2651.2190669, 15.3346667, 1423.0274704, 1630.2145030, 15.5736283
23.0019999999992, 2014.7220901, 2651.5131468, 15.3367333, 1422.9474499, 1630.1229902, 15.5744871
23.0050999999992, 2014.6089958, 2651.8072102, 15.3388000, 1422.8674341, 1630.0314827, 15.5753459
23.0081999999992, 2014.4959080, 2652.1012571, 15.3408667, 1422.7874230, 1629.9399805, 15.5762048
23.0112999999992, 2014.3828268, 2652.3952874, 15.3429333, 1422.7074165, 1629.8484835, 15.5770638
23.0143999999992, 2014.2697521, 2652.6893012, 15.3450000, 1422.6274147, 1629.7569919, 15.5779227
23.0174999999992, 2014.1566840, 2652.9832985, 15.3470667, 1422.5474176, 1629.6655055, 15.5787817
23.0205999999992, 2014.0436223, 2653.2772792, 15.3491333, 1422.4674251, 1629.5740244, 15.5796408
23.0236999999992, 2013.9305673, 2653.5712434, 15.3512000, 1422.3874372, 1629.4825486, 15.5804999
23.0267999999992, 2013.8175187, 2653.8651911, 15.3532667, 1422.3074541, 1629.3910781, 15.5813591
23.0298999999992, 2013.7044767, 2654.1591223, 15.3553333, 1422.2274756, 1629.2996129, 15.5822182
23.0329999999992, 2013.5914413, 2654.4530369, 15.3574000, 1422.1475017, 1629.2081530, 15.5830775
23.0360999999992, 2013.4784124, 2654.7469350, 15.3594667, 1422.0675326, 1629.1166983, 15.5839367
23.0391999999992, 2013.3653900, 2655.0408165, 15.3615333, 1421.9875680, 1629.0252490, 15.5847961
23.0422999999992, 2013.2523742, 2655.3346816, 15.3636000, 1421.9076082, 1628.9338049, 15.5856554
23.0453999999992, 2013.1393649, 2655.6285301, 15.3656667, 1421.8276530, 1628.8423661, 15.5865148
23.0484999999992, 2013.0263621, 2655.9223621, 15.3677333, 1421.7477024, 1628.7509326, 15.5873743
23.0515999999992, 2012.9133659, 2656.2161776, 15.3698000, 1421.6677565, 1628.6595044, 15.5882338
23.0546999999992, 2012.8003762, 2656.5099765, 15.3718667, 1421.5878153, 1628.5680815, 15.5890933
23.0577999999992, 2012.6873930, 2656.8037589, 15.3739333, 1421.5078787, 1628.4766638, 15.5899529
23.0608999999992, 2012.5744164, 2657.0975248, 15.3760000, 1421.4279468, 1628.3852514, 15.5908125
23.0639999999992, 2012.4614463, 2657.3912742, 15.3780667, 1421.3480196, 1628.2938444, 15.5916722
23.0670999999992, 2012.3484828, 2657.6850071, 15.3801333, 1421.2680970, 1628.2024426, 15.5925319
23.0701999999992, 2012.2355258, 2657.9787235, 15.3822000, 1421.1881790, 1628.1110460, 15.5933916
23.0732999999992, 2012.1225753, 2658.2724233, 15.3842667, 1421.1082658, 1628.0196548, 15.5942514
23.0763999999992, 2012.0096314, 2658.5661066, 15.3863333, 1421.0283571, 1627.9282689, 15.5951113
23.0794999999992, 2011.8966940, 2658.8597734, 15.3884000, 1420.9484532, 1627.8368882, 15.5959712
23.0825999999992, 2011.7837631, 2659.1534237, 15.3904667, 1420.8685538, 1627.7455128, 15.5968311
23.0856999999992, 2011.6708387, 2659.4470575, 15.3925333, 1420.7886592, 1627.6541427, 15.5976911
23.0887999999992, 2011.5579209, 2659.7406748, 15.3946000, 1420.7087692, 1627.5627779, 15.5985511
23.0918999999992, 2011.4450097, 2660.0342756, 15.3966667, 1420.6288838, 1627.4714183, 15.5994111
23.0949999999992, 2011.3321049, 2660.3278598, 15.3987333, 1420.5490031, 1627.3800641, 15.6002712
23.0980999999992, 2011.2192067, 2660.6214276, 15.4008000, 1420.4691271, 1627.2887151, 15.6011314
23.1011999999992, 2011.1063150, 2660.9149788, 15.4028667, 1420.3892557, 1627.1973714, 15.6019916
23.1042999999992, 2010.9934299, 2661.2085135, 15.4049333, 1420.3093889, 1627.1060330, 15.6028518
23.1073999999992, 2010.8805513, 2661.5020318, 15.4070000, 1420.2295269, 1627.0146998, 15.6037121
23.1104999999992, 2010.7676792, 2661.7955335, 15.4090667, 1420.1496694, 1626.9233720, 15.6045724
23.1135999999992, 2010.6548136, 2662.0890187, 15.4111333, 1420.0698166, 1626.8320494, 15.6054327
23.1166999999992, 2010.5419546, 2662.3824875, 15.4132000, 1419.9899685, 1626.7407321, 15.6062931
23.1197999999992, 2010.4291021, 2662.6759397, 15.4152667, 1419.9101250, 1626.6494200, 15.6071536
23.1228999999992, 2010.3162561, 2662.9693754, 15.4173333, 1419.8302862, 1626.5581133, 15.6080141
23.1259999999992, 2010.2034167, 2663.2627946, 15.4194000, 1419.7504520, 1626.4668118, 15.6088746
23.1290999999992, 2010.0905838, 2663.5561973, 15.4214667, 1419.6706225, 1626.3755156, 15.6097352
23.1321999999992, 2009.9777574, 2663.8495836, 15.4235333, 1419.5907976, 1626.2842247, 15.6105958
23.1352999999992, 2009.8649375, 2664.1429533, 15.4256000, 1419.5109774, 1626.1929391, 15.6114565
23.1383999999992, 2009.7521242, 2664.4363065, 15.4276667, 1419.4311618, 1626.1016587, 15.6123172
23.1414999999992, 2009.6393174, 2664.7296433, 15.4297333, 1419.3513509, 1626.0103836, 15.6131779
23.1445999999992, 2009.5265171, 2665.0229635, 15.4318000, 1419.2715446, 1625.9191138, 15.6140387
23.1476999999992, 2009.4137234, 2665.3162673, 15.4338667, 1419.1917430, 1625.8278493, 15.6148995
23.1507999999992, 2009.3009361, 2665.6095545, 15.4359333, 1419.1119460, 1625.7365900, 15.6157604
23.1538999999992, 2009.1881554, 2665.9028253, 15.4380000, 1419.0321537, 1625.6453360, 15.6166214
23.1569999999992, 2009.0753812, 2666.1960796, 15.4400667, 1418.9523660, 1625.5540873, 15.6174823
23.1600999999992, 2008.9626136, 2666.4893174, 15.4421333, 1418.8725830, 1625.4628439, 15.6183433
23.1631999999992, 2008.8498525, 2666.7825387, 15.4442000, 1418.7928046, 1625.3716057, 15.6192044
23.1662999999992, 2008.7370979, 2667.0757435, 15.4462667, 1418.7130309, 1625.2803728, 15.6200655
23.1693999999992, 2008.6243498, 2667.3689318, 15.4483333, 1418.6332618, 1625.1891452, 15.6209266
23.1724999999992, 2008.5116082, 2667.6621037, 15.4504000, 1418.5534973, 1625.0979229, 15.6217878
23.1755999999992, 2008.3988732, 2667.9552590, 15.4524667, 1418.4737375, 1625.0067058, 15.6226490
23.1786999999992, 2008.2861447, 2668.2483979, 15.4545333, 1418.3939824, 1624.9154940, 15.6235103
23.1817999999992, 2008.1734227, 2668.5415203, 15.4566000, 1418.3142319, 1624.8242875, 15.6243716
23.1848999999992, 2008.0607072, 2668.8346262, 15.4586667, 1418.2344860, 1624.7330863, 15.6252330
23.1879999999992, 2007.9479983, 2669.1277157, 15.4607333, 1418.1547448, 1624.6418903, 15.6260944
23.1910999999992, 2007.8352958, 2669.4207886, 15.4628000, 1418.0750082, 1624.5506996, 15.6269558
23.1941999999992, 2007.7225999, 2669.7138451, 15.4648667, 1417.9952763, 1624.4595142, 15.6278173
23.1972999999992, 2007.6099105, 2670.0068851, 15.4669333, 1417.9155490, 1624.3683340, 15.6286788
23.2003999999992, 2007.4972277, 2670.2999086, 15.4690000, 1417.8358264, 1624.2771591, 15.6295404
23.2034999999992, 2007.3845513, 2670.5929157, 15.4710667, 1417.7561084, 1624.1859895, 15.6304020
23.2065999999992, 2007.2718815, 2670.8859063, 15.4731333, 1417.6763950, 1624.0948251, 15.6312637
23.2096999999992, 2007.1592182, 2671.1788804, 15.4752000, 1417.5966863, 1624.0036661, 15.6321254
23.2127999999992, 2007.0465614, 2671.4718380, 15.4772667, 1417.5169822, 1623.9125123, 15.6329872
23.2158999999992, 2006.9339111, 2671.7647791, 15.4793333, 1417.4372828, 1623.8213637, 15.6338489
23.2189999999992, 2006.8212674, 2672.0577038, 15.4814000, 1417.3575880, 1623.7302204, 15.6347108
23.2220999999992, 2006.7086301, 2672.3506121, 15.4834667, 1417.2778978, 1623.6390824, 15.6355727
23.2251999999992, 2006.5959994, 2672.6435038, 15.4855333, 1417.1982123, 1623.5479497, 15.6364346
23.2282999999992, 2006.4833752, 2672.9363791, 15.4876000, 1417.1185315, 1623.4568222, 15.6372966
23.2313999999992, 2006.3707575, 2673.2292379, 15.4896667, 1417.0388553, 1623.3657001, 15.6381586
23.2344999999992, 2006.2581463, 2673.5220802, 15.4917333, 1416.9591837, 1623.2745831, 15.6390206
23.2375999999992, 2006.1455417, 2673.8149061, 15.4938000, 1416.8795167, 1623.1834715, 15.6398827
23.2406999999992, 2006.0329435, 2674.1077156, 15.4958667, 1416.7998544, 1623.0923651, 15.6407449
23.2437999999992, 2005.9203519, 2674.4005085, 15.4979333, 1416.7201968, 1623.0012639, 15.6416070
23.2468999999992, 2005.8077668, 2674.6932850, 15.5000000, 1416.6405437, 1622.9101681, 15.6424693
23.2499999999992, 2005.6951882, 2674.9860450, 15.5020667, 1416.5608953, 1622.8190775, 15.6433315
23.2530999999992, 2005.5826161, 2675.2787886, 15.5041333, 1416.4812516, 1622.7279922, 15.6441938
23.2561999999992, 2005.4700505, 2675.5715157, 15.5062000, 1416.4016125, 1622.6369121, 15.6450562
23.2592999999992, 2005.3574915, 2675.8642264, 15.5082667, 1416.3219780, 1622.5458373, 15.6459186
23.2623999999992, 2005.2449389, 2676.1569206, 15.5103333, 1416.2423482, 1622.4547678, 15.6467811
23.2654999999992, 2005.1323929, 2676.4495984, 15.5124000, 1416.1627230, 1622.3637035, 15.6476435
23.2685999999992, 2005.0198534, 2676.7422596, 15.5144667, 1416.0831024, 1622.2726445, 15.6485061
23.2716999999992, 2004.9073204, 2677.0349045, 15.5165333, 1416.0034865, 1622.1815908, 15.6493686
23.2747999999992, 2004.7947939, 2677.3275329, 15.5186000, 1415.9238752, 1622.0905423, 15.6502313
23.2778999999992, 2004.6822739, 2677.6201448, 15.5206667, 1415.8442685, 1621.9994991, 15.6510939
23.2809999999992, 2004.5697604, 2677.9127403, 15.5227333, 1415.7646665, 1621.9084611, 15.6519566
23.2840999999992, 2004.4572534, 2678.2053193, 15.5248000, 1415.6850691, 1621.8174285, 15.6528194
23.2871999999992, 2004.3447530, 2678.4978819, 15.5268667, 1415.6054764, 1621.7264010, 15.6536822
23.2902999999992, 2004.2322590, 2678.7904280, 15.5289333, 1415.5258883, 1621.6353789, 15.6545450
23.2933999999992, 2004.1197716, 2679.0829577, 15.5310000, 1415.4463048, 1621.5443620, 15.6554079
23.2964999999992, 2004.0072906, 2679.3754709, 15.5330667, 1415.3667259, 1621.4533503, 15.6562708
23.2995999999992, 2003.8948162, 2679.6679677, 15.5351333, 1415.2871517, 1621.3623440, 15.6571338
23.3026999999992, 2003.7823483, 2679.9604481, 15.5372000, 1415.2075821, 1621.2713429, 15.6579968
23.3057999999992, 2003.6698869, 2680.2529120, 15.5392667, 1415.1280172, 1621.1803470, 15.6588599
23.3088999999992, 2003.5574320, 2680.5453594, 15.5413333, 1415.0484569, 1621.0893564, 15.6597230
23.3119999999992, 2003.4449836, 2680.8377905, 15.5434000, 1414.9689012, 1620.9983711, 15.6605861
23.3150999999992, 2003.3325417, 2681.1302050, 15.5454667, 1414.8893501, 1620.9073910, 15.6614493
23.3181999999992, 2003.2201063, 2681.4226032, 15.5475333, 1414.8098037, 1620.8164162, 15.6623125
23.3212999999992, 2003.1076774, 2681.7149849, 15.5496000, 1414.7302619, 1620.7254467, 15.6631758
23.3243999999992, 2002.9952550, 2682.0073501, 15.5516667, 1414.6507248, 1620.6344824, 15.6640391
23.3274999999992, 2002.8828392, 2682.2996990, 15.5537333, 1414.5711923, 1620.5435234, 15.6649025
23.3305999999992, 2002.7704298, 2682.5920314, 15.5558000, 1414.4916644, 1620.4525696, 15.6657659
23.3336999999992, 2002.6580269, 2682.8843473, 15.5578667, 1414.4121411, 1620.3616211, 15.6666293
23.3367999999992, 2002.5456306, 2683.1766468, 15.5599333, 1414.3326225, 1620.2706778, 15.6674928
23.3398999999992, 2002.4332407, 2683.4689299, 15.5620000, 1414.2531085, 1620.1797398, 15.6683563
23.3429999999992, 2002.3208574, 2683.7611966, 15.5640667, 1414.1735991, 1620.0888071, 15.6692199
23.3460999999992, 2002.2084805, 2684.0534468, 15.5661333, 1414.0940943, 1619.9978796, 15.6700835
23.3491999999992, 2002.0961102, 2684.3456806, 15.5682000, 1414.0145942, 1619.9069574, 15.6709472
23.3522999999992, 2001.9837463, 2684.6378979, 15.5702667, 1413.9350987, 1619.8160404, 15.6718109
23.3553999999992, 2001.8713890, 2684.9300989, 15.5723333, 1413.8556079, 1619.7251287, 15.6726746
23.3584999999992, 2001.7590382, 2685.2222834, 15.5744000, 1413.7761216, 1619.6342223, 15.6735384
23.3615999999992, 2001.6466938, 2685.5144515, 15.5764667, 1413.6966400, 1619.5433211, 15.6744023
23.3646999999992, 2001.5343560, 2685.8066031, 15.5785333, 1413.6171631, 1619.4524251, 15.6752662
23.3677999999992, 2001.4220246, 2686.0987384, 15.5806000, 1413.5376907, 1619.3615344, 15.6761301
23.3708999999992, 2001.3096998, 2686.3908572, 15.5826667, 1413.4582230, 1619.2706490, 15.6769941
23.3739999999992, 2001.1973815, 2686.6829596, 15.5847333, 1413.3787599, 1619.1797688, 15.6778581
23.3770999999992, 2001.0850696, 2686.9750455, 15.5868000, 1413.2993014, 1619.0888939, 15.6787221
23.3801999999992, 2000.9727643, 2687.2671151, 15.5888667, 1413.2198476, 1618.9980242, 15.6795862
23.3832999999992, 2000.8604654, 2687.5591682, 15.5909333, 1413.1403983, 1618.9071598, 15.6804504
23.3863999999992, 2000.7481731, 2687.8512049, 15.5930000, 1413.0609537, 1618.8163007, 15.6813146
23.3894999999992, 2000.6358872, 2688.1432252, 15.5950667, 1412.9815138, 1618.7254468, 15.6821788
23.3925999999992, 2000.5236079, 2688.4352290, 15.5971333, 1412.9020784, 1618.6345981, 15.6830431
23.3956999999992, 2000.4113350, 2688.7272165, 15.5992000, 1412.8226477, 1618.5437547, 15.6839074
23.3987999999992, 2000.2990687, 2689.0191875, 15.6012667, 1412.7432216, 1618.4529165, 15.6847717
23.4018999999992, 2000.1868088, 2689.3111422, 15.6033333, 1412.6638001, 1618.3620837, 15.6856361
23.4049999999992, 2000.0745554, 2689.6030804, 15.6054000, 1412.5843833, 1618.2712560, 15.6865006
23.4080999999992, 1999.9623086, 2689.8950022, 15.6074667, 1412.5049710, 1618.1804336, 15.6873651
23.4111999999992, 1999.8500682, 2690.1869076, 15.6095333, 1412.4255634, 1618.0896165, 15.6882296
23.4142999999992, 1999.7378343, 2690.4787965, 15.6116000, 1412.3461604, 1617.9988046, 15.6890942
23.4173999999992, 1999.6256069, 2690.7706691, 15.6136667, 1412.2667621, 1617.9079979, 15.6899588
23.4204999999992, 1999.5133860, 2691.0625253, 15.6157333, 1412.1873683, 1617.8171966, 15.6908235
23.4235999999992, 1999.4011716, 2691.3543650, 15.6178000, 1412.1079792, 1617.7264004, 15.6916882
23.4266999999992, 1999.2889637, 2691.6461884, 15.6198667, 1412.0285947, 1617.6356095, 15.6925530
23.4297999999992, 1999.1767623, 2691.9379953, 15.6219333, 1411.9492148, 1617.5448239, 15.6934178
23.4328999999992, 1999.0645674, 2692.2297859, 15.6240000, 1411.8698396, 1617.4540435, 15.6942826
23.4359999999992, 1998.9523790, 2692.5215600, 15.6260667, 1411.7904689, 1617.3632684, 15.6951475
23.4390999999992, 1998.8401970, 2692.8133177, 15.6281333, 1411.7111029, 1617.2724985, 15.6960124
23.4421999999992, 1998.7280216, 2693.1050590, 15.6302000, 1411.6317415, 1617.1817338, 15.6968774
23.4452999999992, 1998.6158526, 2693.3967840, 15.6322667, 1411.5523847, 1617.0909744, 15.6977424
23.4483999999992, 1998.5036902, 2693.6884925, 15.6343333, 1411.4730326, 1617.0002203, 15.6986075
23.4514999999992, 1998.3915342, 2693.9801846, 15.6364000, 1411.3936850, 1616.9094714, 15.6994726
23.4545999999992, 1998.2793847, 2694.2718604, 15.6384667, 1411.3143421, 1616.8187277, 15.7003377
23.4576999999992, 1998.1672417, 2694.5635197, 15.6405333, 1411.2350038, 1616.7279893, 15.7012029
23.4607999999992, 1998.0551052, 2694.8551626, 15.6426000, 1411.1556701, 1616.6372562, 15.7020681
23.4638999999992, 1997.9429752, 2695.1467892, 15.6446667, 1411.0763411, 1616.5465282, 15.7029334
23.4669999999992, 1997.8308517, 2695.4383993, 15.6467333, 1410.9970166, 1616.4558056, 15.7037987
23.4700999999992, 1997.7187346, 2695.7299931, 15.6488000, 1410.9176968, 1616.3650882, 15.7046641
23.4731999999992, 1997.6066241, 2696.0215705, 15.6508667, 1410.8383815, 1616.2743760, 15.7055295
23.4762999999992, 1997.4945200, 2696.3131314, 15.6529333, 1410.7590709, 1616.1836691, 15.7063950
23.4793999999992, 1997.3824224, 2696.6046760, 15.6550000, 1410.6797650, 1616.0929674, 15.7072605
23.4824999999992, 1997.2703313, 2696.8962042, 15.6570667, 1410.6004636, 1616.0022709, 15.7081260
23.4855999999992, 1997.1582467, 2697.1877160, 15.6591333, 1410.5211668, 1615.9115797, 15.7089916
23.4886999999992, 1997.0461686, 2697.4792114, 15.6612000, 1410.4418747, 1615.8208938, 15.7098572
23.4917999999992, 1996.9340970, 2697.7706905, 15.6632667, 1410.3625871, 1615.7302131, 15.7107229
23.4948999999992, 1996.8220318, 2698.0621531, 15.6653333, 1410.2833042, 1615.6395376, 15.7115886
23.4979999999992, 1996.7099732, 2698.3535994, 15.6674000, 1410.2040259, 1615.5488674, 15.7124544
23.5010999999992, 1996.5979210, 2698.6450293, 15.6694667, 1410.1247522, 1615.4582024, 15.7133202
23.5041999999992, 1996.4858753, 2698.9364428, 15.6715333, 1410.0454832, 1615.3675427, 15.7141860
23.5072999999992, 1996.3738361, 2699.2278399, 15.6736000, 1409.9662187, 1615.2768882, 15.7150519
23.5103999999992, 1996.2618034, 2699.5192206, 15.6756667, 1409.8869589, 1615.1862389, 15.7159178
23.5134999999992, 1996.1497771, 2699.8105850, 15.6777333, 1409.8077036, 1615.0955949, 15.7167838
23.5165999999992, 1996.0377574, 2700.1019330, 15.6798000, 1409.7284530, 1615.0049562, 15.7176498
23.5196999999992, 1995.9257441, 2700.3932646, 15.6818667, 1409.6492070, 1614.9143226, 15.7185159
23.5227999999992, 1995.8137373, 2700.6845798, 15.6839333, 1409.5699656, 1614.8236944, 15.7193820
23.5258999999992, 1995.7017370, 2700.9758786, 15.6860000, 1409.4907288, 1614.7330713, 15.7202482
23.5289999999992, 1995.5897431, 2701.2671611, 15.6880667, 1409.4114966, 1614.6424535, 15.7211144
23.5320999999992, 1995.4777558, 2701.5584272, 15.6901333, 1409.3322691, 1614.5518409, 15.7219806
23.5351999999992, 1995.3657749, 2701.8496769, 15.6922000, 1409.2530461, 1614.4612336, 15.7228469
23.5382999999992, 1995.2538005, 2702.1409103, 15.6942667, 1409.1738278, 1614.3706315, 15.7237132
23.5413999999992, 1995.1418326, 2702.4321273, 15.6963333, 1409.0946140, 1614.2800347, 15.7245796
23.5444999999992, 1995.0298712, 2702.7233279, 15.6984000, 1409.0154049, 1614.1894431, 15.7254460
23.5475999999992, 1994.9179162, 2703.0145121, 15.7004667, 1408.9362004, 1614.0988567, 15.7263125
23.5506999999992, 1994.8059677, 2703.3056800, 15.7025333, 1408.8570005, 1614.0082756, 15.7271790
