,C,D,I,S,T
3.22999999999998, 361096.7115557, 34.7938939, 92.8579510, 4724.3076936, 4061.0152687
3.23999999999997, 361070.0132294, 34.9546767, 92.7263400, 4642.1673566, 4049.4471845
3.24999999999997, 361041.6967727, 35.1152310, 92.5944202, 4561.5705545, 4037.9635950
3.25999999999997, 361011.7932925, 35.2755562, 92.4622022, 4482.4876211, 4026.5635803
3.26999999999997, 360980.3332978, 35.4356519, 92.3296965, 4404.8894639, 4015.2462354
3.27999999999997, 360947.3467111, 35.5955175, 92.1969133, 4328.7475529, 4004.0106690
3.28999999999997, 360912.8628803, 35.7551527, 92.0638627, 4254.0339092, 3992.8560037
3.29999999999997, 360876.9105892, 35.9145569, 91.9305545, 4180.7210952, 3981.7813757
3.30999999999997, 360839.5180689, 36.0737296, 91.7969984, 4108.7822036, 3970.7859341
3.31999999999997, 360800.7130080, 36.2326706, 91.6632038, 4038.1908474, 3959.8688411
3.32999999999997, 360760.5225636, 36.3913794, 91.5291800, 3968.9211497, 3949.0292714
3.33999999999997, 360718.9733711, 36.5498556, 91.3949361, 3900.9477343, 3938.2664121
3.34999999999997, 360676.0915547, 36.7080988, 91.2604810, 3834.2457155, 3927.5794624
3.35999999999997, 360631.9027371, 36.8661086, 91.1258233, 3768.7906889, 3916.9676330
3.36999999999997, 360586.4320490, 37.0238849, 90.9909716, 3704.5587220, 3906.4301467
3.37999999999997, 360539.7041390, 37.1814271, 90.8559344, 3641.5263454, 3895.9662372
3.38999999999997, 360491.7431827, 37.3387350, 90.7207197, 3579.6705434, 3885.5751495
3.39999999999997, 360442.5728917, 37.4958084, 90.5853357, 3518.9687456, 3875.2561394
3.40999999999997, 360392.2165230, 37.6526469, 90.4497901, 3459.3988181, 3865.0084734
3.41999999999997, 360340.6968874, 37.8092502, 90.3140908, 3400.9390552, 3854.8314283
3.42999999999997, 360288.0363584, 37.9656181, 90.1782452, 3343.5681709, 3844.7242913
3.43999999999997, 360234.2568803, 38.1217504, 90.0422608, 3287.2652910, 3834.6863595
3.44999999999997, 360179.3799770, 38.2776467, 89.9061449, 3232.0099451, 3824.7169399
3.45999999999997, 360123.4267597, 38.4333070, 89.7699045, 3177.7820589, 3814.8153491
3.46999999999997, 360066.4179351, 38.5887310, 89.6335465, 3124.5619461, 3804.9809131
3.47999999999997, 360008.3738131, 38.7439185, 89.4970779, 3072.3303014, 3795.2129674
3.48999999999997, 359949.3143147, 38.8988693, 89.3605054, 3021.0681929, 3785.5108562
3.49999999999997, 359889.2589791, 39.0535833, 89.2238353, 2970.7570548, 3775.8739330
3.50999999999997, 359828.2269717, 39.2080602, 89.0870742, 2921.3786807, 3766.3015597
3.51999999999997, 359766.2370906, 39.3623000, 88.9502284, 2872.9152159, 3756.7931071
3.52999999999997, 359703.3077743, 39.5163025, 88.8133040, 2825.3491513, 3747.3479543
3.53999999999997, 359639.4571085, 39.6700675, 88.6763070, 2778.6633166, 3737.9654886
3.54999999999997, 359574.7028326, 39.8235950, 88.5392434, 2732.8408733, 3728.6451056
3.55999999999997, 359509.0623469, 39.9768848, 88.4021189, 2687.8653087, 3719.3862086
3.56999999999997, 359442.5527188, 40.1299369, 88.2649391, 2643.7204295, 3710.1882089
3.57999999999997, 359375.1906892, 40.2827511, 88.1277097, 2600.3903553, 3701.0505257
3.58999999999997, 359306.9926793, 40.4353274, 87.9904361, 2557.8595133, 3691.9725853
3.59999999999997, 359237.9747962, 40.5876657, 87.8531236, 2516.1126312, 3682.9538218
3.60999999999997, 359168.1528393, 40.7397660, 87.7157775, 2475.1347326, 3673.9936764
3.61999999999997, 359097.5423059, 40.8916282, 87.5784027, 2434.9111303, 3665.0915975
3.62999999999997, 359026.1583978, 41.0432522, 87.4410044, 2395.4274213, 3656.2470405
3.63999999999997, 358954.0160261, 41.1946380, 87.3035874, 2356.6694809, 3647.4594679
3.64999999999997, 358881.1298173, 41.3457856, 87.1661565, 2318.6234574, 3638.7283488
3.65999999999997, 358807.5141189, 41.4966950, 87.0287164, 2281.2757672, 3630.0531590
3.66999999999997, 358733.1830045, 41.6473662, 86.8912718, 2244.6130890, 3621.4333810
3.67999999999997, 358658.1502792, 41.7977991, 86.7538271, 2208.6223590, 3612.8685037
3.68999999999997, 358582.4294849, 41.9479938, 86.6163868, 2173.2907660, 3604.3580223
3.69999999999997, 358506.0339052, 42.0979502, 86.4789551, 2138.6057464, 3595.9014382
3.70999999999996, 358428.9765705, 42.2476685, 86.3415363, 2104.5549793, 3587.4982592
3.71999999999996, 358351.2702628, 42.3971486, 86.2041345, 2071.1263818, 3579.1479989
3.72999999999996, 358272.9275209, 42.5463905, 86.0667538, 2038.3081047, 3570.8501770
3.73999999999996, 358193.9606443, 42.6953944, 85.9293982, 2006.0885276, 3562.6043188
3.74999999999996, 358114.3816986, 42.8441602, 85.7920715, 1974.4562546, 3554.4099557
3.75999999999996, 358034.2025197, 42.9926880, 85.6547776, 1943.4001099, 3546.2666245
3.76999999999996, 357953.4347180, 43.1409779, 85.5175201, 1912.9091337, 3538.1738678
3.77999999999996, 357872.0896834, 43.2890300, 85.3803028, 1882.9725777, 3530.1312333
3.78999999999996, 357790.1785887, 43.4368442, 85.2431292, 1853.5799012, 3522.1382747
3.79999999999996, 357707.7123947, 43.5844208, 85.1060027, 1824.7207672, 3514.1945504
3.80999999999996, 357624.7018535, 43.7317597, 84.9689269, 1796.3850381, 3506.2996244
3.81999999999996, 357541.1575130, 43.8788611, 84.8319050, 1768.5627721, 3498.4530657
3.82999999999996, 357457.0897207, 44.0257250, 84.6949404, 1741.2442194, 3490.6544486
3.83999999999996, 357372.5086275, 44.1723517, 84.5580362, 1714.4198181, 3482.9033520
3.84999999999996, 357287.4241918, 44.3187411, 84.4211955, 1688.0801913, 3475.1993601
3.85999999999996, 357201.8461828, 44.4648934, 84.2844216, 1662.2161426, 3467.5420616
3.86999999999996, 357115.7841843, 44.6108087, 84.1477172, 1636.8186534, 3459.9310504
3.87999999999996, 357029.2475984, 44.7564872, 84.0110855, 1611.8788788, 3452.3659247
3.88999999999996, 356942.2456488, 44.9019289, 83.8745293, 1587.3881448, 3444.8462874
3.89999999999996, 356854.7873846, 45.0471340, 83.7380513, 1563.3379446, 3437.3717462
3.90999999999996, 356766.8816832, 45.1921027, 83.6016544, 1539.7199353, 3429.9419130
3.91999999999996, 356678.5372539, 45.3368351, 83.4653412, 1516.5259352, 3422.5564044
3.92999999999996, 356589.7626411, 45.4813313, 83.3291145, 1493.7479202, 3415.2148411
3.93999999999996, 356500.5662274, 45.6255915, 83.1929766, 1471.3780207, 3407.9168482
3.94999999999996, 356410.9562367, 45.7696158, 83.0569303, 1449.4085193, 3400.6620551
3.95999999999996, 356320.9407376, 45.9134044, 82.9209779, 1427.8318468, 3393.4500953
3.96999999999996, 356230.5276459, 46.0569575, 82.7851219, 1406.6405802, 3386.2806065
3.97999999999996, 356139.7247276, 46.2002753, 82.6493646, 1385.8274394, 3379.1532303
3.98999999999996, 356048.5396024, 46.3433579, 82.5137084, 1365.3852846, 3372.0676123
3.99999999999996, 355956.9797457, 46.4862055, 82.3781554, 1345.3071135, 3365.0234023
4.00999999999996, 355865.0524919, 46.6288182, 82.2427080, 1325.5860588, 3358.0202537
4.01999999999996, 355772.7650368, 46.7711963, 82.1073682, 1306.2153852, 3351.0578239
4.02999999999996, 355680.1244407, 46.9133400, 81.9721383, 1287.1884874, 3344.1357739
4.03999999999996, 355587.1376305, 47.0552494, 81.8370201, 1268.4988869, 3337.2537686
4.04999999999996, 355493.8114026, 47.1969248, 81.7020158, 1250.1402302, 3330.4114765
4.05999999999996, 355400.1524253, 47.3383663, 81.5671274, 1232.1062860, 3323.6085697
4.06999999999996, 355306.1672412, 47.4795741, 81.4323567, 1214.3909427, 3316.8447239
4.07999999999996, 355211.8622698, 47.6205485, 81.2977057, 1196.9882066, 3310.1196183
4.08999999999996, 355117.2438097, 47.7612897, 81.1631762, 1179.8921991, 3303.4329355
4.09999999999996, 355022.3180411, 47.9017978, 81.0287700, 1163.0971547, 3296.7843617
4.10999999999996, 354927.0910278, 48.0420731, 80.8944889, 1146.5974188, 3290.1735864
4.11999999999996, 354831.5687197, 48.1821159, 80.7603345, 1130.3874454, 3283.6003023
4.12999999999996, 354735.7569548, 48.3219263, 80.6263086, 1114.4617952, 3277.0642055
4.13999999999996, 354639.6614615, 48.4615045, 80.4924128, 1098.8151336, 3270.5649954
4.14999999999996, 354543.2878607, 48.6008508, 80.3586487, 1083.4422282, 3264.1023745
4.15999999999996, 354446.6416676, 48.7399654, 80.2250178, 1068.3379472, 3257.6760486
4.16999999999996, 354349.7282943, 48.8788486, 80.0915218, 1053.4972577, 3251.2857263
4.17999999999996, 354252.5530511, 49.0175006, 79.9581621, 1038.9152229, 3244.9311196
4.18999999999996, 354155.1211488, 49.1559215, 79.8249401, 1024.5870014, 3238.6119434
4.19999999999995, 354057.4377007, 49.2941118, 79.6918573, 1010.5078442, 3232.3279155
4.20999999999995, 353959.5077243, 49.4320715, 79.5589151, 996.6730937, 3226.0787569
4.21999999999995, 353861.3361433, 49.5698010, 79.4261149, 983.0781819, 3219.8641913
4.22999999999995, 353762.9277890, 49.7073005, 79.2934579, 969.7186279, 3213.6839453
4.23999999999995, 353664.2874027, 49.8445703, 79.1609454, 956.5900373, 3207.5377485
4.24999999999995, 353565.4196368, 49.9816105, 79.0285788, 943.6880997, 3201.4253330
4.25999999999995, 353466.3290569, 50.1184215, 78.8963592, 931.0085873, 3195.3464339
4.26999999999995, 353367.0201435, 50.2550036, 78.7642879, 918.5473536, 3189.3007891
4.27999999999995, 353267.4972933, 50.3913568, 78.6323660, 906.3003312, 3183.2881389
4.28999999999995, 353167.7648210, 50.5274817, 78.5005947, 894.2635311, 3177.3082264
4.29999999999995, 353067.8269610, 50.6633783, 78.3689751, 882.4330402, 3171.3607975
4.30999999999995, 352967.6878685, 50.7990469, 78.2375082, 870.8050209, 3165.4456005
4.31999999999995, 352867.3516217, 50.9344879, 78.1061952, 859.3757086, 3159.5623863
4.32999999999995, 352766.8222226, 51.0697015, 77.9750371, 848.1414112, 3153.7109082
4.33999999999995, 352666.1035989, 51.2046880, 77.8440349, 837.0985068, 3147.8909223
4.34999999999995, 352565.1996052, 51.3394475, 77.7131895, 826.2434432, 3142.1021869
4.35999999999995, 352464.1140244, 51.4739805, 77.5825020, 815.5727361, 3136.3444628
4.36999999999995, 352362.8505692, 51.6082872, 77.4519733, 805.0829676, 3130.6175133
4.37999999999995, 352261.4128834, 51.7423678, 77.3216042, 794.7707854, 3124.9211039
4.38999999999995, 352159.8045432, 51.8762227, 77.1913957, 784.6329013, 3119.2550025
4.39999999999995, 352058.0290585, 52.0098520, 77.0613486, 774.6660897, 3113.6189795
4.40999999999995, 351956.0898740, 52.1432562, 76.9314638, 764.8671869, 3108.0128073
4.41999999999995, 351853.9903708, 52.2764355, 76.8017421, 755.2330896, 3102.4362607
4.42999999999995, 351751.7338672, 52.4093901, 76.6721842, 745.7607535, 3096.8891168
4.43999999999995, 351649.3236203, 52.5421203, 76.5427910, 736.4471928, 3091.3711548
4.44999999999995, 351546.7628268, 52.6746265, 76.4135633, 727.2894784, 3085.8821560
4.45999999999995, 351444.0546246, 52.8069089, 76.2845016, 718.2847373, 3080.4219040
4.46999999999995, 351341.2020933, 52.9389679, 76.1556069, 709.4301512, 3074.9901844
4.47999999999995, 351238.2082559, 53.0708036, 76.0268797, 700.7229557, 3069.5867851
4.48999999999995, 351135.0760796, 53.2024164, 75.8983207, 692.1604388, 3064.2114958
4.49999999999995, 351031.8084769, 53.3338066, 75.7699306, 683.7399405, 3058.8641085
4.50999999999995, 350928.4083065, 53.4649745, 75.6417100, 675.4588515, 3053.5444169
4.51999999999995, 350824.8783747, 53.5959203, 75.5136596, 667.3146119, 3048.2522170
4.52999999999995, 350721.2214360, 53.7266444, 75.3857799, 659.3047109, 3042.9873067
4.53999999999995, 350617.4401944, 53.8571471, 75.2580715, 651.4266853, 3037.7494858
4.54999999999995, 350513.5373040, 53.9874286, 75.1305351, 643.6781188, 3032.5385560
4.55999999999995, 350409.5153704, 54.1174893, 75.0031710, 636.0566413, 3027.3543209
4.56999999999995, 350305.3769512, 54.2473295, 74.8759800, 628.5599276, 3022.1965861
4.57999999999995, 350201.1245572, 54.3769494, 74.7489624, 621.1856966, 3017.0651590
4.58999999999995, 350096.7606532, 54.5063494, 74.6221188, 613.9317109, 3011.9598488
4.59999999999995, 349992.2876587, 54.6355297, 74.4954497, 606.7957753, 3006.8804664
4.60999999999995, 349887.7079492, 54.7644908, 74.3689556, 599.7757366, 3001.8268247
4.61999999999995, 349783.0238564, 54.8932327, 74.2426368, 592.8694822, 2996.7987384
4.62999999999995, 349678.2376698, 55.0217560, 74.1164939, 586.0749399, 2991.7960238
4.63999999999995, 349573.3516367, 55.1500608, 73.9905273, 579.3900766, 2986.8184988
4.64999999999995, 349468.3679637, 55.2781476, 73.8647373, 572.8128980, 2981.8659834
4.65999999999995, 349363.2888170, 55.4060165, 73.7391245, 566.3414475, 2976.9382990
4.66999999999994, 349258.1163232, 55.5336679, 73.6136890, 559.9738056, 2972.0352688
4.67999999999994, 349152.8525705, 55.6611022, 73.4884315, 553.7080891, 2967.1567175
4.68999999999994, 349047.4996088, 55.7883195, 73.3633521, 547.5424508, 2962.3024716
4.69999999999994, 348942.0594510, 55.9153203, 73.2384512, 541.4750783, 2957.4723592
4.70999999999994, 348836.5340732, 56.0421048, 73.1137292, 535.5041934, 2952.6662098
4.71999999999994, 348730.9254157, 56.1686734, 72.9891864, 529.6280517, 2947.8838548
4.72999999999994, 348625.2353836, 56.2950263, 72.8648231, 523.8449419, 2943.1251268
4.73999999999994, 348519.4658476, 56.4211639, 72.7406396, 518.1531848, 2938.3898603
4.74999999999994, 348413.6186443, 56.5470865, 72.6166362, 512.5511334, 2933.6778910
4.75999999999994, 348307.6955772, 56.6727944, 72.4928131, 507.0371713, 2928.9890563
4.76999999999994, 348201.6984172, 56.7982878, 72.3691707, 501.6097130, 2924.3231951
4.77999999999994, 348095.6289031, 56.9235673, 72.2457091, 496.2672030, 2919.6801477
4.78999999999994, 347989.4887423, 57.0486329, 72.1224286, 491.0081148, 2915.0597558
4.79999999999994, 347883.2796116, 57.1734851, 71.9993295, 485.8309511, 2910.4618626
4.80999999999994, 347777.0031574, 57.2981241, 71.8764119, 480.7342427, 2905.8863129
4.81999999999994, 347670.6609965, 57.4225504, 71.7536761, 475.7165481, 2901.3329526
4.82999999999994, 347564.2547166, 57.5467641, 71.6311223, 470.7764529, 2896.8016291
4.83999999999994, 347457.7858768, 57.6707656, 71.5087506, 465.9125696, 2892.2921914
4.84999999999994, 347351.2560084, 57.7945553, 71.3865613, 461.1235366, 2887.8044895
4.85999999999994, 347244.6666150, 57.9181334, 71.2645545, 456.4080179, 2883.3383750
4.86999999999994, 347138.0191733, 58.0415003, 71.1427304, 451.7647030, 2878.8937007
4.87999999999994, 347031.3151336, 58.1646562, 71.0210892, 447.1923057, 2874.4703208
4.88999999999994, 346924.5559202, 58.2876015, 70.8996309, 442.6895642, 2870.0680908
4.89999999999994, 346817.7429320, 58.4103366, 70.7783557, 438.2552403, 2865.6868674
4.90999999999994, 346710.8775427, 58.5328616, 70.6572638, 433.8881191, 2861.3265086
4.91999999999994, 346603.9611017, 58.6551771, 70.5363553, 429.5870085, 2856.9868738
4.92999999999994, 346496.9949343, 58.7772831, 70.4156302, 425.3507388, 2852.6678235
4.93999999999994, 346389.9803421, 58.8991802, 70.2950887, 421.1781624, 2848.3692194
4.94999999999994, 346282.9186037, 59.0208686, 70.1747309, 417.0681530, 2844.0909245
4.95999999999994, 346175.8109746, 59.1423485, 70.0545569, 413.0196055, 2839.8328030
4.96999999999994, 346068.6586885, 59.2636205, 69.9345667, 409.0314356, 2835.5947203
4.97999999999994, 345961.4629568, 59.3846846, 69.8147605, 405.1025792, 2831.3765430
4.98999999999994, 345854.2249697, 59.5055414, 69.6951383, 401.2319921, 2827.1781388
4.99999999999994, 345746.9458960, 59.6261910, 69.5757001, 397.4186498, 2822.9993766
5.00999999999994, 345639.6268841, 59.7466339, 69.4564460, 393.6615468, 2818.8401264
5.01999999999994, 345532.2690620, 59.8668703, 69.3373761, 389.9596964, 2814.7002593
5.02999999999994, 345424.8735378, 59.9869005, 69.2184904, 386.3121306, 2810.5796476
5.03999999999994, 345317.4414000, 60.1067249, 69.0997890, 382.7178992, 2806.4781648
5.04999999999994, 345209.9737180, 60.2263438, 68.9812717, 379.1760698, 2802.3956852
5.05999999999994, 345102.4715423, 60.3457575, 68.8629388, 375.6857275, 2798.3320845
5.06999999999994, 344994.9359050, 60.4649664, 68.7447902, 372.2459744, 2794.2872392
5.07999999999994, 344887.3678199, 60.5839707, 68.6268259, 368.8559292, 2790.2610270
5.08999999999994, 344779.7682832, 60.7027707, 68.5090459, 365.5147273, 2786.2533267
5.09999999999994, 344672.1382736, 60.8213669, 68.3914502, 362.2215201, 2782.2640180
5.10999999999994, 344564.4787525, 60.9397594, 68.2740388, 358.9754746, 2778.2929817
5.11999999999994, 344456.7906648, 61.0579487, 68.1568117, 355.7757735, 2774.3400997
5.12999999999994, 344349.0749385, 61.1759350, 68.0397689, 352.6216148, 2770.4052547
5.13999999999993, 344241.3324858, 61.2937187, 67.9229103, 349.5122110, 2766.4883305
5.14999999999993, 344133.5642027, 61.4113001, 67.8062360, 346.4467897, 2762.5892120
5.15999999999993, 344025.7709696, 61.5286794, 67.6897458, 343.4245925, 2758.7077849
5.16999999999993, 343917.9536519, 61.6458571, 67.5734398, 340.4448753, 2754.8439359
5.17999999999993, 343810.1130996, 61.7628335, 67.4573179, 337.5069076, 2750.9975527
5.18999999999993, 343702.2501481, 61.8796088, 67.3413800, 334.6099725, 2747.1685239
5.19999999999993, 343594.3656184, 61.9961834, 67.2256262, 331.7533664, 2743.3567391
5.20999999999993, 343486.4603171, 62.1125576, 67.1100563, 328.9363988, 2739.5620888
5.21999999999993, 343378.5350370, 62.2287317, 66.9946703, 326.1583919, 2735.7844643
5.22999999999993, 343270.5905573, 62.3447060, 66.8794681, 323.4186804, 2732.0237579
5.23999999999993, 343162.6276434, 62.4604809, 66.7644496, 320.7166113, 2728.2798629
5.24999999999993, 343054.6470479, 62.5760567, 66.6496149, 318.0515438, 2724.5526733
5.25999999999993, 342946.6495102, 62.6914336, 66.5349637, 315.4228486, 2720.8420841
5.26999999999993, 342838.6357571, 62.8066121, 66.4204960, 312.8299084, 2717.1479910
5.27999999999993, 342730.6065029, 62.9215924, 66.3062118, 310.2721171, 2713.4702909
5.28999999999993, 342622.5624497, 63.0363748, 66.1921109, 307.7488797, 2709.8088811
5.29999999999993, 342514.5042874, 63.1509597, 66.0781933, 305.2596122, 2706.1636602
5.30999999999993, 342406.4326944, 63.2653474, 65.9644588, 302.8037413, 2702.5345272
5.31999999999993, 342298.3483373, 63.3795382, 65.8509073, 300.3807045, 2698.9213823
5.32999999999993, 342190.2518713, 63.4935324, 65.7375388, 297.9899493, 2695.3241262
5.33999999999993, 342082.1439406, 63.6073303, 65.6243531, 295.6309334, 2691.7426607
5.34999999999993, 341974.0251783, 63.7209323, 65.5113502, 293.3031247, 2688.1768883
5.35999999999993, 341865.8962069, 63.8343386, 65.3985298, 291.0060007, 2684.6267120
5.36999999999993, 341757.7576381, 63.9475497, 65.2858920, 288.7390483, 2681.0920361
5.37999999999993, 341649.6100735, 64.0605657, 65.1734365, 286.5017641, 2677.5727652
5.38999999999993, 341541.4541044, 64.1733870, 65.0611632, 284.2936537, 2674.0688051
5.39999999999993, 341433.2903121, 64.2860140, 64.9490721, 282.1142318, 2670.5800619
5.40999999999993, 341325.1192681, 64.3984469, 64.8371630, 279.9630220, 2667.1064429
5.41999999999993, 341216.9415342, 64.5106861, 64.7254357, 277.8395567, 2663.6478559
5.42999999999993, 341108.7576628, 64.6227318, 64.6138901, 275.7433765, 2660.2042094
5.43999999999993, 341000.5681972, 64.7345845, 64.5025261, 273.6740307, 2656.7754128
5.44999999999993, 340892.3736713, 64.8462443, 64.3913435, 271.6310768, 2653.3613760
5.45999999999993, 340784.1746102, 64.9577117, 64.2803422, 269.6140801, 2649.9620099
5.46999999999993, 340675.9715302, 65.0689869, 64.1695221, 267.6226140, 2646.5772259
5.47999999999993, 340567.7649390, 65.1800702, 64.0588829, 265.6562597, 2643.2069362
5.48999999999993, 340459.5553357, 65.2909620, 63.9484247, 263.7146059, 2639.8510536
5.49999999999993, 340351.3432112, 65.4016626, 63.8381470, 261.7972487, 2636.5094916
5.50999999999993, 340243.1290483, 65.5121723, 63.7280500, 259.9037918, 2633.1821646
5.51999999999993, 340134.9133216, 65.6224913, 63.6181333, 258.0338458, 2629.8689874
5.52999999999993, 340026.6964980, 65.7326201, 63.5083968, 256.1870284, 2626.5698756
5.53999999999993, 339918.4790366, 65.8425589, 63.3988403, 254.3629644, 2623.2847454
5.54999999999993, 339810.2613888, 65.9523080, 63.2894638, 252.5612852, 2620.0135138
5.55999999999993, 339702.0439988, 66.0618678, 63.1802669, 250.7816290, 2616.7560982
5.56999999999993, 339593.8273032, 66.1712386, 63.0712496, 249.0236403, 2613.5124169
5.57999999999993, 339485.6117316, 66.2804206, 62.9624117, 247.2869702, 2610.2823886
5.58999999999993, 339377.3977066, 66.3894142, 62.8537530, 245.5712761, 2607.0659329
5.59999999999993, 339269.1856436, 66.4982197, 62.7452733, 243.8762216, 2603.8629699
5.60999999999992, 339160.9759514, 66.6068373, 62.6369724, 242.2014761, 2600.6734201
