,C,D,I,S,T
73.9600000000009, 34904.4204337, 128.9331861, 0.0004486, 0.0004003, 1533.0507551
73.9700000000009, 34892.7875740, 128.9331869, 0.0004479, 0.0003997, 1533.0507473
73.9800000000009, 34881.1585912, 128.9331877, 0.0004472, 0.0003990, 1533.0507395
73.9900000000009, 34869.5334840, 128.9331885, 0.0004465, 0.0003983, 1533.0507318
74.000000000001, 34857.9122513, 128.9331892, 0.0004457, 0.0003976, 1533.0507240
74.010000000001, 34846.2948916, 128.9331900, 0.0004450, 0.0003970, 1533.0507163
74.020000000001, 34834.6814037, 128.9331908, 0.0004443, 0.0003963, 1533.0507085
74.030000000001, 34823.0717864, 128.9331915, 0.0004436, 0.0003956, 1533.0507008
74.040000000001, 34811.4660382, 128.9331923, 0.0004429, 0.0003950, 1533.0506931
74.050000000001, 34799.8641580, 128.9331931, 0.0004422, 0.0003943, 1533.0506854
74.060000000001, 34788.2661444, 128.9331938, 0.0004415, 0.0003936, 1533.0506777
74.070000000001, 34776.6719961, 128.9331946, 0.0004408, 0.0003930, 1533.0506701
74.080000000001, 34765.0817119, 128.9331954, 0.0004401, 0.0003923, 1533.0506624
74.090000000001, 34753.4952905, 128.9331961, 0.0004394, 0.0003916, 1533.0506548
74.100000000001, 34741.9127305, 128.9331969, 0.0004387, 0.0003910, 1533.0506471
74.110000000001, 34730.3340308, 128.9331976, 0.0004380, 0.0003903, 1533.0506395
74.120000000001, 34718.7591900, 128.9331984, 0.0004373, 0.0003897, 1533.0506319
74.130000000001, 34707.1882068, 128.9331992, 0.0004366, 0.0003890, 1533.0506243
74.140000000001, 34695.6210799, 128.9331999, 0.0004359, 0.0003883, 1533.0506167
74.150000000001, 34684.0578081, 128.9332007, 0.0004352, 0.0003877, 1533.0506091
74.160000000001, 34672.4983900, 128.9332014, 0.0004345, 0.0003870, 1533.0506016
74.170000000001, 34660.9428244, 128.9332022, 0.0004338, 0.0003864, 1533.0505940
74.180000000001, 34649.3911101, 128.9332029, 0.0004331, 0.0003857, 1533.0505865
74.190000000001, 34637.8432456, 128.9332037, 0.0004324, 0.0003851, 1533.0505790
74.2000000000011, 34626.2992298, 128.9332044, 0.0004317, 0.0003844, 1533.0505714
74.2100000000011, 34614.7590614, 128.9332052, 0.0004311, 0.0003838, 1533.0505639
74.2200000000011, 34603.2227390, 128.9332059, 0.0004304, 0.0003831, 1533.0505564
74.2300000000011, 34591.6902614, 128.9332067, 0.0004297, 0.0003825, 1533.0505490
74.2400000000011, 34580.1616272, 128.9332074, 0.0004290, 0.0003818, 1533.0505415
74.2500000000011, 34568.6368354, 128.9332082, 0.0004283, 0.0003812, 1533.0505340
74.2600000000011, 34557.1158844, 128.9332089, 0.0004276, 0.0003806, 1533.0505266
74.2700000000011, 34545.5987732, 128.9332096, 0.0004270, 0.0003799, 1533.0505192
74.2800000000011, 34534.0855003, 128.9332104, 0.0004263, 0.0003793, 1533.0505117
74.2900000000011, 34522.5760645, 128.9332111, 0.0004256, 0.0003786, 1533.0505043
74.3000000000011, 34511.0704645, 128.9332119, 0.0004249, 0.0003780, 1533.0504969
74.3100000000011, 34499.5686991, 128.9332126, 0.0004243, 0.0003774, 1533.0504896
74.3200000000011, 34488.0707670, 128.9332133, 0.0004236, 0.0003767, 1533.0504822
74.3300000000011, 34476.5766669, 128.9332141, 0.0004229, 0.0003761, 1533.0504748
74.3400000000011, 34465.0863974, 128.9332148, 0.0004222, 0.0003755, 1533.0504675
74.3500000000011, 34453.5999574, 128.9332155, 0.0004216, 0.0003748, 1533.0504601
74.3600000000011, 34442.1173456, 128.9332162, 0.0004209, 0.0003742, 1533.0504528
74.3700000000011, 34430.6385607, 128.9332170, 0.0004202, 0.0003736, 1533.0504455
74.3800000000011, 34419.1636014, 128.9332177, 0.0004196, 0.0003729, 1533.0504382
74.3900000000012, 34407.6924664, 128.9332184, 0.0004189, 0.0003723, 1533.0504309
74.4000000000012, 34396.2251544, 128.9332192, 0.0004182, 0.0003717, 1533.0504236
74.4100000000012, 34384.7616643, 128.9332199, 0.0004176, 0.0003710, 1533.0504163
74.4200000000012, 34373.3019947, 128.9332206, 0.0004169, 0.0003704, 1533.0504091
74.4300000000012, 34361.8461443, 128.9332213, 0.0004162, 0.0003698, 1533.0504018
74.4400000000012, 34350.3941119, 128.9332220, 0.0004156, 0.0003692, 1533.0503946
74.4500000000012, 34338.9458961, 128.9332228, 0.0004149, 0.0003685, 1533.0503874
74.4600000000012, 34327.5014958, 128.9332235, 0.0004143, 0.0003679, 1533.0503802
74.4700000000012, 34316.0609097, 128.9332242, 0.0004136, 0.0003673, 1533.0503730
74.4800000000012, 34304.6241364, 128.9332249, 0.0004130, 0.0003667, 1533.0503658
74.4900000000012, 34293.1911748, 128.9332256, 0.0004123, 0.0003661, 1533.0503586
74.5000000000012, 34281.7620234, 128.9332263, 0.0004116, 0.0003655, 1533.0503514
74.5100000000012, 34270.3366812, 128.9332271, 0.0004110, 0.0003648, 1533.0503443
74.5200000000012, 34258.9151468, 128.9332278, 0.0004103, 0.0003642, 1533.0503371
74.5300000000012, 34247.4974188, 128.9332285, 0.0004097, 0.0003636, 1533.0503300
74.5400000000012, 34236.0834962, 128.9332292, 0.0004090, 0.0003630, 1533.0503229
74.5500000000012, 34224.6733775, 128.9332299, 0.0004084, 0.0003624, 1533.0503158
74.5600000000012, 34213.2670616, 128.9332306, 0.0004078, 0.0003618, 1533.0503087
74.5700000000012, 34201.8645471, 128.9332313, 0.0004071, 0.0003612, 1533.0503016
74.5800000000012, 34190.4658328, 128.9332320, 0.0004065, 0.0003606, 1533.0502945
74.5900000000013, 34179.0709175, 128.9332327, 0.0004058, 0.0003600, 1533.0502874
74.6000000000013, 34167.6797998, 128.9332334, 0.0004052, 0.0003593, 1533.0502804
74.6100000000013, 34156.2924785, 128.9332341, 0.0004045, 0.0003587, 1533.0502733
74.6200000000013, 34144.9089523, 128.9332348, 0.0004039, 0.0003581, 1533.0502663
74.6300000000013, 34133.5292200, 128.9332355, 0.0004033, 0.0003575, 1533.0502593
74.6400000000013, 34122.1532803, 128.9332362, 0.0004026, 0.0003569, 1533.0502522
74.6500000000013, 34110.7811319, 128.9332369, 0.0004020, 0.0003563, 1533.0502452
74.6600000000013, 34099.4127736, 128.9332376, 0.0004013, 0.0003557, 1533.0502383
74.6700000000013, 34088.0482042, 128.9332383, 0.0004007, 0.0003551, 1533.0502313
74.6800000000013, 34076.6874222, 128.9332390, 0.0004001, 0.0003545, 1533.0502243
74.6900000000013, 34065.3304266, 128.9332397, 0.0003995, 0.0003539, 1533.0502174
74.7000000000013, 34053.9772159, 128.9332404, 0.0003988, 0.0003533, 1533.0502104
74.7100000000013, 34042.6277890, 128.9332411, 0.0003982, 0.0003528, 1533.0502035
74.7200000000013, 34031.2821447, 128.9332418, 0.0003976, 0.0003522, 1533.0501965
74.7300000000013, 34019.9402815, 128.9332425, 0.0003969, 0.0003516, 1533.0501896
74.7400000000013, 34008.6021984, 128.9332431, 0.0003963, 0.0003510, 1533.0501827
74.7500000000013, 33997.2678939, 128.9332438, 0.0003957, 0.0003504, 1533.0501758
74.7600000000013, 33985.9373670, 128.9332445, 0.0003951, 0.0003498, 1533.0501690
74.7700000000013, 33974.6106162, 128.9332452, 0.0003944, 0.0003492, 1533.0501621
74.7800000000014, 33963.2876404, 128.9332459, 0.0003938, 0.0003486, 1533.0501552
74.7900000000014, 33951.9684382, 128.9332466, 0.0003932, 0.0003480, 1533.0501484
74.8000000000014, 33940.6530085, 128.9332472, 0.0003926, 0.0003474, 1533.0501415
74.8100000000014, 33929.3413499, 128.9332479, 0.0003920, 0.0003469, 1533.0501347
74.8200000000014, 33918.0334613, 128.9332486, 0.0003913, 0.0003463, 1533.0501279
74.8300000000014, 33906.7293413, 128.9332493, 0.0003907, 0.0003457, 1533.0501211
74.8400000000014, 33895.4289887, 128.9332500, 0.0003901, 0.0003451, 1533.0501143
74.8500000000014, 33884.1324023, 128.9332506, 0.0003895, 0.0003445, 1533.0501075
74.8600000000014, 33872.8395808, 128.9332513, 0.0003889, 0.0003440, 1533.0501007
74.8700000000014, 33861.5505228, 128.9332520, 0.0003883, 0.0003434, 1533.0500940
74.8800000000014, 33850.2652273, 128.9332527, 0.0003877, 0.0003428, 1533.0500872
74.8900000000014, 33838.9836929, 128.9332533, 0.0003870, 0.0003422, 1533.0500805
74.9000000000014, 33827.7059184, 128.9332540, 0.0003864, 0.0003417, 1533.0500737
74.9100000000014, 33816.4319025, 128.9332547, 0.0003858, 0.0003411, 1533.0500670
74.9200000000014, 33805.1616439, 128.9332553, 0.0003852, 0.0003405, 1533.0500603
74.9300000000014, 33793.8951415, 128.9332560, 0.0003846, 0.0003399, 1533.0500536
74.9400000000014, 33782.6323939, 128.9332567, 0.0003840, 0.0003394, 1533.0500469
74.9500000000014, 33771.3734000, 128.9332573, 0.0003834, 0.0003388, 1533.0500402
74.9600000000014, 33760.1181584, 128.9332580, 0.0003828, 0.0003382, 1533.0500336
74.9700000000014, 33748.8666679, 128.9332587, 0.0003822, 0.0003377, 1533.0500269
74.9800000000015, 33737.6189273, 128.9332593, 0.0003816, 0.0003371, 1533.0500202
74.9900000000015, 33726.3749353, 128.9332600, 0.0003810, 0.0003365, 1533.0500136
75.0000000000015, 33715.1346906, 128.9332606, 0.0003804, 0.0003360, 1533.0500070
75.0100000000015, 33703.8981921, 128.9332613, 0.0003798, 0.0003354, 1533.0500004
75.0200000000015, 33692.6654384, 128.9332620, 0.0003792, 0.0003348, 1533.0499938
75.0300000000015, 33681.4364283, 128.9332626, 0.0003786, 0.0003343, 1533.0499872
75.0400000000015, 33670.2111607, 128.9332633, 0.0003780, 0.0003337, 1533.0499806
75.0500000000015, 33658.9896341, 128.9332639, 0.0003774, 0.0003331, 1533.0499740
75.0600000000015, 33647.7718474, 128.9332646, 0.0003768, 0.0003326, 1533.0499674
75.0700000000015, 33636.5577993, 128.9332652, 0.0003762, 0.0003320, 1533.0499609
75.0800000000015, 33625.3474886, 128.9332659, 0.0003756, 0.0003315, 1533.0499543
75.0900000000015, 33614.1409141, 128.9332665, 0.0003751, 0.0003309, 1533.0499478
75.1000000000015, 33602.9380744, 128.9332672, 0.0003745, 0.0003304, 1533.0499413
75.1100000000015, 33591.7389684, 128.9332678, 0.0003739, 0.0003298, 1533.0499347
75.1200000000015, 33580.5435948, 128.9332685, 0.0003733, 0.0003293, 1533.0499282
75.1300000000015, 33569.3519524, 128.9332691, 0.0003727, 0.0003287, 1533.0499217
75.1400000000015, 33558.1640398, 128.9332698, 0.0003721, 0.0003281, 1533.0499153
75.1500000000015, 33546.9798560, 128.9332704, 0.0003715, 0.0003276, 1533.0499088
75.1600000000015, 33535.7993996, 128.9332710, 0.0003710, 0.0003270, 1533.0499023
75.1700000000016, 33524.6226693, 128.9332717, 0.0003704, 0.0003265, 1533.0498959
75.1800000000016, 33513.4496640, 128.9332723, 0.0003698, 0.0003260, 1533.0498894
75.1900000000016, 33502.2803824, 128.9332730, 0.0003692, 0.0003254, 1533.0498830
75.2000000000016, 33491.1148233, 128.9332736, 0.0003686, 0.0003249, 1533.0498765
75.2100000000016, 33479.9529854, 128.9332743, 0.0003681, 0.0003243, 1533.0498701
75.2200000000016, 33468.7948674, 128.9332749, 0.0003675, 0.0003238, 1533.0498637
75.2300000000016, 33457.6404682, 128.9332755, 0.0003669, 0.0003232, 1533.0498573
75.2400000000016, 33446.4897865, 128.9332762, 0.0003663, 0.0003227, 1533.0498509
75.2500000000016, 33435.3428211, 128.9332768, 0.0003658, 0.0003221, 1533.0498446
75.2600000000016, 33424.1995707, 128.9332774, 0.0003652, 0.0003216, 1533.0498382
75.2700000000016, 33413.0600341, 128.9332781, 0.0003646, 0.0003211, 1533.0498318
75.2800000000016, 33401.9242100, 128.9332787, 0.0003641, 0.0003205, 1533.0498255
75.2900000000016, 33390.7920973, 128.9332793, 0.0003635, 0.0003200, 1533.0498192
75.3000000000016, 33379.6636946, 128.9332799, 0.0003629, 0.0003195, 1533.0498128
75.3100000000016, 33368.5390008, 128.9332806, 0.0003624, 0.0003189, 1533.0498065
75.3200000000016, 33357.4180145, 128.9332812, 0.0003618, 0.0003184, 1533.0498002
75.3300000000016, 33346.3007347, 128.9332818, 0.0003612, 0.0003179, 1533.0497939
75.3400000000016, 33335.1871599, 128.9332825, 0.0003607, 0.0003173, 1533.0497876
75.3500000000016, 33324.0772891, 128.9332831, 0.0003601, 0.0003168, 1533.0497813
75.3600000000016, 33312.9711209, 128.9332837, 0.0003595, 0.0003163, 1533.0497751
75.3700000000017, 33301.8686542, 128.9332843, 0.0003590, 0.0003157, 1533.0497688
75.3800000000017, 33290.7698876, 128.9332849, 0.0003584, 0.0003152, 1533.0497626
75.3900000000017, 33279.6748200, 128.9332856, 0.0003579, 0.0003147, 1533.0497563
75.4000000000017, 33268.5834502, 128.9332862, 0.0003573, 0.0003141, 1533.0497501
75.4100000000017, 33257.4957768, 128.9332868, 0.0003567, 0.0003136, 1533.0497439
75.4200000000017, 33246.4117987, 128.9332874, 0.0003562, 0.0003131, 1533.0497377
75.4300000000017, 33235.3315146, 128.9332880, 0.0003556, 0.0003126, 1533.0497315
75.4400000000017, 33224.2549234, 128.9332887, 0.0003551, 0.0003120, 1533.0497253
75.4500000000017, 33213.1820237, 128.9332893, 0.0003545, 0.0003115, 1533.0497191
75.4600000000017, 33202.1128143, 128.9332899, 0.0003540, 0.0003110, 1533.0497129
75.4700000000017, 33191.0472941, 128.9332905, 0.0003534, 0.0003105, 1533.0497068
75.4800000000017, 33179.9854617, 128.9332911, 0.0003529, 0.0003100, 1533.0497006
75.4900000000017, 33168.9273160, 128.9332917, 0.0003523, 0.0003094, 1533.0496945
75.5000000000017, 33157.8728557, 128.9332923, 0.0003518, 0.0003089, 1533.0496883
75.5100000000017, 33146.8220796, 128.9332929, 0.0003512, 0.0003084, 1533.0496822
75.5200000000017, 33135.7749865, 128.9332935, 0.0003507, 0.0003079, 1533.0496761
75.5300000000017, 33124.7315751, 128.9332942, 0.0003501, 0.0003074, 1533.0496700
75.5400000000017, 33113.6918443, 128.9332948, 0.0003496, 0.0003069, 1533.0496639
75.5500000000017, 33102.6557927, 128.9332954, 0.0003490, 0.0003064, 1533.0496578
75.5600000000018, 33091.6234192, 128.9332960, 0.0003485, 0.0003058, 1533.0496517
75.5700000000018, 33080.5947225, 128.9332966, 0.0003480, 0.0003053, 1533.0496456
75.5800000000018, 33069.5697014, 128.9332972, 0.0003474, 0.0003048, 1533.0496396
75.5900000000018, 33058.5483547, 128.9332978, 0.0003469, 0.0003043, 1533.0496335
75.6000000000018, 33047.5306812, 128.9332984, 0.0003463, 0.0003038, 1533.0496275
75.6100000000018, 33036.5166796, 128.9332990, 0.0003458, 0.0003033, 1533.0496215
75.6200000000018, 33025.5063487, 128.9332996, 0.0003453, 0.0003028, 1533.0496154
75.6300000000018, 33014.4996873, 128.9333002, 0.0003447, 0.0003023, 1533.0496094
75.6400000000018, 33003.4966942, 128.9333008, 0.0003442, 0.0003018, 1533.0496034
75.6500000000018, 32992.4973681, 128.9333014, 0.0003437, 0.0003013, 1533.0495974
75.6600000000018, 32981.5017078, 128.9333020, 0.0003431, 0.0003008, 1533.0495914
75.6700000000018, 32970.5097122, 128.9333026, 0.0003426, 0.0003003, 1533.0495855
75.6800000000018, 32959.5213799, 128.9333032, 0.0003421, 0.0002998, 1533.0495795
75.6900000000018, 32948.5367097, 128.9333037, 0.0003415, 0.0002993, 1533.0495735
75.7000000000018, 32937.5557005, 128.9333043, 0.0003410, 0.0002988, 1533.0495676
75.7100000000018, 32926.5783511, 128.9333049, 0.0003405, 0.0002983, 1533.0495617
75.7200000000018, 32915.6046601, 128.9333055, 0.0003399, 0.0002978, 1533.0495557
75.7300000000018, 32904.6346264, 128.9333061, 0.0003394, 0.0002973, 1533.0495498
75.7400000000018, 32893.6682487, 128.9333067, 0.0003389, 0.0002968, 1533.0495439
75.7500000000018, 32882.7055259, 128.9333073, 0.0003384, 0.0002963, 1533.0495380
75.7600000000019, 32871.7464567, 128.9333079, 0.0003378, 0.0002958, 1533.0495321
75.7700000000019, 32860.7910400, 128.9333084, 0.0003373, 0.0002953, 1533.0495262
75.7800000000019, 32849.8392744, 128.9333090, 0.0003368, 0.0002948, 1533.0495203
75.7900000000019, 32838.8911587, 128.9333096, 0.0003363, 0.0002943, 1533.0495145
75.8000000000019, 32827.9466919, 128.9333102, 0.0003357, 0.0002938, 1533.0495086
75.8100000000019, 32817.0058725, 128.9333108, 0.0003352, 0.0002933, 1533.0495028
75.8200000000019, 32806.0686995, 128.9333114, 0.0003347, 0.0002928, 1533.0494969
75.8300000000019, 32795.1351716, 128.9333119, 0.0003342, 0.0002923, 1533.0494911
75.8400000000019, 32784.2052876, 128.9333125, 0.0003337, 0.0002918, 1533.0494853
75.8500000000019, 32773.2790463, 128.9333131, 0.0003332, 0.0002914, 1533.0494794
75.8600000000019, 32762.3564464, 128.9333137, 0.0003326, 0.0002909, 1533.0494736
75.8700000000019, 32751.4374868, 128.9333142, 0.0003321, 0.0002904, 1533.0494678
75.8800000000019, 32740.5221662, 128.9333148, 0.0003316, 0.0002899, 1533.0494621
75.8900000000019, 32729.6104835, 128.9333154, 0.0003311, 0.0002894, 1533.0494563
75.9000000000019, 32718.7024373, 128.9333160, 0.0003306, 0.0002889, 1533.0494505
75.9100000000019, 32707.7980266, 128.9333165, 0.0003301, 0.0002885, 1533.0494448
75.9200000000019, 32696.8972500, 128.9333171, 0.0003296, 0.0002880, 1533.0494390
75.9300000000019, 32686.0001064, 128.9333177, 0.0003291, 0.0002875, 1533.0494333
75.9400000000019, 32675.1065946, 128.9333183, 0.0003286, 0.0002870, 1533.0494275
75.9500000000019, 32664.2167134, 128.9333188, 0.0003280, 0.0002865, 1533.0494218
75.960000000002, 32653.3304615, 128.9333194, 0.0003275, 0.0002861, 1533.0494161
75.970000000002, 32642.4478377, 128.9333200, 0.0003270, 0.0002856, 1533.0494104
75.980000000002, 32631.5688408, 128.9333205, 0.0003265, 0.0002851, 1533.0494047
75.990000000002, 32620.6934697, 128.9333211, 0.0003260, 0.0002846, 1533.0493990
76.000000000002, 32609.8217231, 128.9333217, 0.0003255, 0.0002842, 1533.0493933
76.010000000002, 32598.9535998, 128.9333222, 0.0003250, 0.0002837, 1533.0493876
76.020000000002, 32588.0890985, 128.9333228, 0.0003245, 0.0002832, 1533.0493820
76.030000000002, 32577.2282182, 128.9333233, 0.0003240, 0.0002827, 1533.0493763
76.040000000002, 32566.3709576, 128.9333239, 0.0003235, 0.0002823, 1533.0493707
76.050000000002, 32555.5173154, 128.9333245, 0.0003230, 0.0002818, 1533.0493650
76.060000000002, 32544.6672905, 128.9333250, 0.0003225, 0.0002813, 1533.0493594
76.070000000002, 32533.8208816, 128.9333256, 0.0003220, 0.0002809, 1533.0493538
76.080000000002, 32522.9780876, 128.9333261, 0.0003215, 0.0002804, 1533.0493482
76.090000000002, 32512.1389073, 128.9333267, 0.0003210, 0.0002799, 1533.0493426
76.100000000002, 32501.3033394, 128.9333272, 0.0003205, 0.0002795, 1533.0493370
76.110000000002, 32490.4713827, 128.9333278, 0.0003201, 0.0002790, 1533.0493314
76.120000000002, 32479.6430361, 128.9333284, 0.0003196, 0.0002785, 1533.0493258
76.130000000002, 32468.8182984, 128.9333289, 0.0003191, 0.0002781, 1533.0493202
76.140000000002, 32457.9971682, 128.9333295, 0.0003186, 0.0002776, 1533.0493147
76.1500000000021, 32447.1796445, 128.9333300, 0.0003181, 0.0002771, 1533.0493091
76.1600000000021, 32436.3657261, 128.9333306, 0.0003176, 0.0002767, 1533.0493036
76.1700000000021, 32425.5554116, 128.9333311, 0.0003171, 0.0002762, 1533.0492980
76.1800000000021, 32414.7487000, 128.9333317, 0.0003166, 0.0002758, 1533.0492925
76.1900000000021, 32403.9455900, 128.9333322, 0.0003161, 0.0002753, 1533.0492870
76.2000000000021, 32393.1460805, 128.9333328, 0.0003157, 0.0002748, 1533.0492815
76.2100000000021, 32382.3501702, 128.9333333, 0.0003152, 0.0002744, 1533.0492760
76.2200000000021, 32371.5578579, 128.9333339, 0.0003147, 0.0002739, 1533.0492705
76.2300000000021, 32360.7691424, 128.9333344, 0.0003142, 0.0002735, 1533.0492650
76.2400000000021, 32349.9840226, 128.9333349, 0.0003137, 0.0002730, 1533.0492595
76.2500000000021, 32339.2024972, 128.9333355, 0.0003132, 0.0002726, 1533.0492540
76.2600000000021, 32328.4245650, 128.9333360, 0.0003128, 0.0002721, 1533.0492486
76.2700000000021, 32317.6502248, 128.9333366, 0.0003123, 0.0002717, 1533.0492431
76.2800000000021, 32306.8794755, 128.9333371, 0.0003118, 0.0002712, 1533.0492377
76.2900000000021, 32296.1123159, 128.9333376, 0.0003113, 0.0002708, 1533.0492322
76.3000000000021, 32285.3487447, 128.9333382, 0.0003108, 0.0002703, 1533.0492268
76.3100000000021, 32274.5887607, 128.9333387, 0.0003104, 0.0002699, 1533.0492214
76.3200000000021, 32263.8323628, 128.9333393, 0.0003099, 0.0002694, 1533.0492160
76.3300000000021, 32253.0795498, 128.9333398, 0.0003094, 0.0002690, 1533.0492106
76.3400000000021, 32242.3303204, 128.9333403, 0.0003089, 0.0002685, 1533.0492052
76.3500000000022, 32231.5846735, 128.9333409, 0.0003085, 0.0002681, 1533.0491998
76.3600000000022, 32220.8426078, 128.9333414, 0.0003080, 0.0002676, 1533.0491944
76.3700000000022, 32210.1041223, 128.9333419, 0.0003075, 0.0002672, 1533.0491890
76.3800000000022, 32199.3692156, 128.9333425, 0.0003071, 0.0002667, 1533.0491837
76.3900000000022, 32188.6378867, 128.9333430, 0.0003066, 0.0002663, 1533.0491783
76.4000000000022, 32177.9101342, 128.9333435, 0.0003061, 0.0002658, 1533.0491730
76.4100000000022, 32167.1859570, 128.9333441, 0.0003057, 0.0002654, 1533.0491676
76.4200000000022, 32156.4653540, 128.9333446, 0.0003052, 0.0002650, 1533.0491623
