,C,D,I,S,T
22.8810999999992, 2001.7772739, 2633.8042948, 1415.8832648, 1619.7872794, 15.6243991
22.8841999999992, 2001.6614644, 2634.0968980, 1415.8013279, 1619.6935746, 15.6252841
22.8872999999992, 2001.5456615, 2634.3894842, 1415.7193957, 1619.5998752, 15.6261692
22.8903999999992, 2001.4298654, 2634.6820535, 1415.6374683, 1619.5061813, 15.6270543
22.8934999999992, 2001.3140759, 2634.9746059, 1415.5555457, 1619.4124927, 15.6279395
22.8965999999992, 2001.1982932, 2635.2671413, 1415.4736278, 1619.3188096, 15.6288247
22.8996999999992, 2001.0825171, 2635.5596599, 1415.3917147, 1619.2251319, 15.6297099
22.9027999999992, 2000.9667478, 2635.8521615, 1415.3098064, 1619.1314596, 15.6305952
22.9058999999992, 2000.8509851, 2636.1446461, 1415.2279029, 1619.0377927, 15.6314806
22.9089999999992, 2000.7352291, 2636.4371139, 1415.1460041, 1618.9441312, 15.6323660
22.9120999999992, 2000.6194798, 2636.7295647, 1415.0641101, 1618.8504751, 15.6332514
22.9151999999992, 2000.5037373, 2637.0219986, 1414.9822209, 1618.7568245, 15.6341369
22.9182999999992, 2000.3880014, 2637.3144156, 1414.9003364, 1618.6631792, 15.6350224
22.9213999999992, 2000.2722722, 2637.6068156, 1414.8184567, 1618.5695394, 15.6359080
22.9244999999992, 2000.1565497, 2637.8991987, 1414.7365818, 1618.4759050, 15.6367937
22.9275999999992, 2000.0408339, 2638.1915649, 1414.6547117, 1618.3822760, 15.6376793
22.9306999999992, 1999.9251248, 2638.4839142, 1414.5728463, 1618.2886524, 15.6385651
22.9337999999992, 1999.8094223, 2638.7762466, 1414.4909857, 1618.1950342, 15.6394508
22.9368999999992, 1999.6937266, 2639.0685620, 1414.4091299, 1618.1014214, 15.6403367
22.9399999999992, 1999.5780376, 2639.3608606, 1414.3272788, 1618.0078140, 15.6412225
22.9430999999992, 1999.4623552, 2639.6531422, 1414.2454325, 1617.9142120, 15.6421084
22.9461999999992, 1999.3466796, 2639.9454069, 1414.1635910, 1617.8206155, 15.6429944
22.9492999999992, 1999.2310106, 2640.2376547, 1414.0817543, 1617.7270243, 15.6438804
22.9523999999992, 1999.1153483, 2640.5298856, 1413.9999223, 1617.6334386, 15.6447665
22.9554999999992, 1998.9996927, 2640.8220995, 1413.9180951, 1617.5398583, 15.6456526
22.9585999999992, 1998.8840438, 2641.1142966, 1413.8362726, 1617.4462833, 15.6465387
22.9616999999992, 1998.7684016, 2641.4064768, 1413.7544549, 1617.3527138, 15.6474249
22.9647999999992, 1998.6527661, 2641.6986400, 1413.6726420, 1617.2591497, 15.6483112
22.9678999999992, 1998.5371373, 2641.9907863, 1413.5908338, 1617.1655910, 15.6491974
22.9709999999992, 1998.4215151, 2642.2829158, 1413.5090305, 1617.0720377, 15.6500838
22.9740999999992, 1998.3058997, 2642.5750283, 1413.4272318, 1616.9784898, 15.6509702
22.9771999999992, 1998.1902909, 2642.8671239, 1413.3454380, 1616.8849474, 15.6518566
22.9802999999992, 1998.0746888, 2643.1592026, 1413.2636489, 1616.7914103, 15.6527431
22.9833999999992, 1997.9590935, 2643.4512644, 1413.1818646, 1616.6978786, 15.6536296
22.9864999999992, 1997.8435047, 2643.7433094, 1413.1000850, 1616.6043523, 15.6545162
22.9895999999992, 1997.7279227, 2644.0353374, 1413.0183102, 1616.5108315, 15.6554028
22.9926999999992, 1997.6123474, 2644.3273485, 1412.9365402, 1616.4173160, 15.6562895
22.9957999999992, 1997.4967787, 2644.6193427, 1412.8547749, 1616.3238060, 15.6571762
22.9988999999992, 1997.3812168, 2644.9113200, 1412.7730144, 1616.2303013, 15.6580630
23.0019999999992, 1997.2656615, 2645.2032804, 1412.6912587, 1616.1368021, 15.6589498
23.0050999999992, 1997.1501129, 2645.4952240, 1412.6095077, 1616.0433082, 15.6598366
23.0081999999992, 1997.0345710, 2645.7871506, 1412.5277615, 1615.9498198, 15.6607236
23.0112999999992, 1996.9190357, 2646.0790603, 1412.4460200, 1615.8563368, 15.6616105
23.0143999999992, 1996.8035072, 2646.3709532, 1412.3642833, 1615.7628591, 15.6624975
23.0174999999992, 1996.6879853, 2646.6628291, 1412.2825514, 1615.6693869, 15.6633846
23.0205999999992, 1996.5724701, 2646.9546882, 1412.2008242, 1615.5759201, 15.6642717
23.0236999999992, 1996.4569616, 2647.2465304, 1412.1191018, 1615.4824586, 15.6651588
23.0267999999992, 1996.3414598, 2647.5383556, 1412.0373841, 1615.3890026, 15.6660460
23.0298999999992, 1996.2259647, 2647.8301640, 1411.9556712, 1615.2955520, 15.6669332
23.0329999999992, 1996.1104762, 2648.1219555, 1411.8739631, 1615.2021067, 15.6678205
23.0360999999992, 1995.9949944, 2648.4137302, 1411.7922597, 1615.1086669, 15.6687079
23.0391999999992, 1995.8795193, 2648.7054879, 1411.7105611, 1615.0152325, 15.6695952
23.0422999999992, 1995.7640509, 2648.9972288, 1411.6288673, 1614.9218035, 15.6704827
23.0453999999992, 1995.6485891, 2649.2889527, 1411.5471782, 1614.8283798, 15.6713701
23.0484999999992, 1995.5331341, 2649.5806598, 1411.4654938, 1614.7349616, 15.6722577
23.0515999999992, 1995.4176857, 2649.8723500, 1411.3838142, 1614.6415488, 15.6731452
23.0546999999992, 1995.3022440, 2650.1640234, 1411.3021394, 1614.5481413, 15.6740329
23.0577999999992, 1995.1868090, 2650.4556798, 1411.2204693, 1614.4547393, 15.6749205
23.0608999999992, 1995.0713806, 2650.7473194, 1411.1388040, 1614.3613427, 15.6758082
23.0639999999992, 1994.9559589, 2651.0389421, 1411.0571435, 1614.2679514, 15.6766960
23.0670999999992, 1994.8405439, 2651.3305479, 1410.9754877, 1614.1745656, 15.6775838
23.0701999999992, 1994.7251356, 2651.6221369, 1410.8938366, 1614.0811852, 15.6784717
23.0732999999992, 1994.6097339, 2651.9137089, 1410.8121903, 1613.9878101, 15.6793596
23.0763999999992, 1994.4943390, 2652.2052641, 1410.7305488, 1613.8944405, 15.6802475
23.0794999999992, 1994.3789507, 2652.4968025, 1410.6489120, 1613.8010762, 15.6811355
23.0825999999992, 1994.2635691, 2652.7883239, 1410.5672800, 1613.7077174, 15.6820236
23.0856999999992, 1994.1481941, 2653.0798285, 1410.4856527, 1613.6143639, 15.6829116
23.0887999999992, 1994.0328258, 2653.3713162, 1410.4040302, 1613.5210158, 15.6837998
23.0918999999992, 1993.9174642, 2653.6627871, 1410.3224125, 1613.4276732, 15.6846880
23.0949999999992, 1993.8021093, 2653.9542411, 1410.2407995, 1613.3343359, 15.6855762
23.0980999999992, 1993.6867610, 2654.2456782, 1410.1591912, 1613.2410040, 15.6864645
23.1011999999992, 1993.5714195, 2654.5370984, 1410.0775877, 1613.1476775, 15.6873528
23.1042999999992, 1993.4560845, 2654.8285018, 1409.9959889, 1613.0543564, 15.6882412
23.1073999999992, 1993.3407563, 2655.1198884, 1409.9143949, 1612.9610407, 15.6891296
23.1104999999992, 1993.2254347, 2655.4112580, 1409.8328057, 1612.8677304, 15.6900181
23.1135999999992, 1993.1101198, 2655.7026108, 1409.7512212, 1612.7744255, 15.6909066
23.1166999999992, 1992.9948116, 2655.9939468, 1409.6696414, 1612.6811260, 15.6917952
23.1197999999992, 1992.8795100, 2656.2852659, 1409.5880665, 1612.5878319, 15.6926838
23.1228999999992, 1992.7642151, 2656.5765681, 1409.5064962, 1612.4945431, 15.6935724
23.1259999999992, 1992.6489269, 2656.8678535, 1409.4249307, 1612.4012598, 15.6944612
23.1290999999992, 1992.5336454, 2657.1591220, 1409.3433700, 1612.3079818, 15.6953499
23.1321999999992, 1992.4183705, 2657.4503736, 1409.2618140, 1612.2147093, 15.6962387
23.1352999999992, 1992.3031023, 2657.7416084, 1409.1802627, 1612.1214421, 15.6971276
23.1383999999992, 1992.1878407, 2658.0328264, 1409.0987162, 1612.0281803, 15.6980165
23.1414999999992, 1992.0725859, 2658.3240275, 1409.0171745, 1611.9349239, 15.6989054
23.1445999999992, 1991.9573376, 2658.6152117, 1408.9356375, 1611.8416729, 15.6997944
23.1476999999992, 1991.8420961, 2658.9063791, 1408.8541052, 1611.7484273, 15.7006834
23.1507999999992, 1991.7268612, 2659.1975297, 1408.7725777, 1611.6551871, 15.7015725
23.1538999999992, 1991.6116330, 2659.4886634, 1408.6910550, 1611.5619523, 15.7024617
23.1569999999992, 1991.4964115, 2659.7797802, 1408.6095369, 1611.4687228, 15.7033509
23.1600999999992, 1991.3811966, 2660.0708802, 1408.5280237, 1611.3754988, 15.7042401
23.1631999999992, 1991.2659884, 2660.3619634, 1408.4465152, 1611.2822801, 15.7051294
23.1662999999992, 1991.1507868, 2660.6530297, 1408.3650114, 1611.1890668, 15.7060187
23.1693999999992, 1991.0355919, 2660.9440792, 1408.2835124, 1611.0958589, 15.7069081
23.1724999999992, 1990.9204037, 2661.2351118, 1408.2020181, 1611.0026564, 15.7077975
23.1755999999992, 1990.8052221, 2661.5261276, 1408.1205285, 1610.9094593, 15.7086870
23.1786999999992, 1990.6900472, 2661.8171266, 1408.0390437, 1610.8162676, 15.7095765
23.1817999999992, 1990.5748790, 2662.1081087, 1407.9575637, 1610.7230812, 15.7104660
23.1848999999992, 1990.4597174, 2662.3990739, 1407.8760884, 1610.6299003, 15.7113556
23.1879999999992, 1990.3445625, 2662.6900224, 1407.7946178, 1610.5367247, 15.7122453
23.1910999999992, 1990.2294143, 2662.9809540, 1407.7131520, 1610.4435545, 15.7131350
23.1941999999992, 1990.1142727, 2663.2718687, 1407.6316909, 1610.3503897, 15.7140248
23.1972999999992, 1989.9991378, 2663.5627666, 1407.5502346, 1610.2572303, 15.7149146
23.2003999999992, 1989.8840095, 2663.8536477, 1407.4687830, 1610.1640763, 15.7158044
23.2034999999992, 1989.7688879, 2664.1445120, 1407.3873361, 1610.0709276, 15.7166943
23.2065999999992, 1989.6537729, 2664.4353594, 1407.3058940, 1609.9777844, 15.7175843
23.2096999999992, 1989.5386646, 2664.7261900, 1407.2244567, 1609.8846465, 15.7184742
23.2127999999992, 1989.4235630, 2665.0170038, 1407.1430241, 1609.7915140, 15.7193643
23.2158999999992, 1989.3084680, 2665.3078007, 1407.0615962, 1609.6983869, 15.7202544
23.2189999999992, 1989.1933797, 2665.5985808, 1406.9801730, 1609.6052652, 15.7211445
23.2220999999992, 1989.0782981, 2665.8893441, 1406.8987546, 1609.5121488, 15.7220347
23.2251999999992, 1988.9632231, 2666.1800906, 1406.8173410, 1609.4190379, 15.7229249
23.2282999999992, 1988.8481547, 2666.4708202, 1406.7359320, 1609.3259323, 15.7238152
23.2313999999992, 1988.7330930, 2666.7615330, 1406.6545278, 1609.2328321, 15.7247055
23.2344999999992, 1988.6180380, 2667.0522290, 1406.5731284, 1609.1397373, 15.7255959
23.2375999999992, 1988.5029896, 2667.3429082, 1406.4917337, 1609.0466478, 15.7264863
23.2406999999992, 1988.3879479, 2667.6335705, 1406.4103437, 1608.9535638, 15.7273768
23.2437999999992, 1988.2729129, 2667.9242161, 1406.3289585, 1608.8604851, 15.7282673
23.2468999999992, 1988.1578845, 2668.2148448, 1406.2475780, 1608.7674118, 15.7291579
23.2499999999992, 1988.0428627, 2668.5054567, 1406.1662022, 1608.6743439, 15.7300485
23.2530999999992, 1987.9278476, 2668.7960517, 1406.0848312, 1608.5812814, 15.7309391
23.2561999999992, 1987.8128392, 2669.0866300, 1406.0034649, 1608.4882242, 15.7318298
23.2592999999992, 1987.6978374, 2669.3771914, 1405.9221034, 1608.3951724, 15.7327206
23.2623999999992, 1987.5828422, 2669.6677361, 1405.8407466, 1608.3021260, 15.7336114
23.2654999999992, 1987.4678538, 2669.9582639, 1405.7593945, 1608.2090850, 15.7345022
23.2685999999992, 1987.3528719, 2670.2487749, 1405.6780472, 1608.1160494, 15.7353931
23.2716999999992, 1987.2378967, 2670.5392691, 1405.5967046, 1608.0230191, 15.7362841
23.2747999999992, 1987.1229282, 2670.8297464, 1405.5153667, 1607.9299942, 15.7371751
23.2778999999992, 1987.0079663, 2671.1202070, 1405.4340336, 1607.8369747, 15.7380661
23.2809999999992, 1986.8930111, 2671.4106508, 1405.3527052, 1607.7439606, 15.7389572
23.2840999999992, 1986.7780625, 2671.7010777, 1405.2713815, 1607.6509518, 15.7398483
23.2871999999992, 1986.6631206, 2671.9914879, 1405.1900626, 1607.5579485, 15.7407395
23.2902999999992, 1986.5481853, 2672.2818812, 1405.1087484, 1607.4649505, 15.7416307
23.2933999999992, 1986.4332567, 2672.5722578, 1405.0274389, 1607.3719578, 15.7425220
23.2964999999992, 1986.3183347, 2672.8626175, 1404.9461342, 1607.2789706, 15.7434133
23.2995999999992, 1986.2034194, 2673.1529604, 1404.8648342, 1607.1859887, 15.7443047
23.3026999999992, 1986.0885107, 2673.4432866, 1404.7835389, 1607.0930122, 15.7451961
23.3057999999992, 1985.9736087, 2673.7335959, 1404.7022484, 1607.0000411, 15.7460876
23.3088999999992, 1985.8587133, 2674.0238885, 1404.6209626, 1606.9070754, 15.7469791
23.3119999999992, 1985.7438245, 2674.3141642, 1404.5396815, 1606.8141150, 15.7478707
23.3150999999992, 1985.6289424, 2674.6044231, 1404.4584051, 1606.7211600, 15.7487623
23.3181999999992, 1985.5140670, 2674.8946653, 1404.3771335, 1606.6282104, 15.7496539
23.3212999999992, 1985.3991982, 2675.1848906, 1404.2958666, 1606.5352661, 15.7505456
23.3243999999992, 1985.2843360, 2675.4750992, 1404.2146045, 1606.4423272, 15.7514374
23.3274999999992, 1985.1694805, 2675.7652909, 1404.1333471, 1606.3493937, 15.7523292
23.3305999999992, 1985.0546317, 2676.0554659, 1404.0520944, 1606.2564656, 15.7532210
23.3336999999992, 1984.9397894, 2676.3456241, 1403.9708464, 1606.1635428, 15.7541129
23.3367999999992, 1984.8249539, 2676.6357655, 1403.8896031, 1606.0706254, 15.7550049
23.3398999999992, 1984.7101249, 2676.9258901, 1403.8083646, 1605.9777134, 15.7558969
23.3429999999992, 1984.5953026, 2677.2159979, 1403.7271309, 1605.8848067, 15.7567889
23.3460999999992, 1984.4804870, 2677.5060889, 1403.6459018, 1605.7919055, 15.7576810
23.3491999999992, 1984.3656780, 2677.7961631, 1403.5646775, 1605.6990096, 15.7585731
23.3522999999992, 1984.2508756, 2678.0862206, 1403.4834579, 1605.6061190, 15.7594653
23.3553999999992, 1984.1360799, 2678.3762612, 1403.4022430, 1605.5132339, 15.7603575
23.3584999999992, 1984.0212908, 2678.6662851, 1403.3210328, 1605.4203541, 15.7612498
23.3615999999992, 1983.9065084, 2678.9562922, 1403.2398274, 1605.3274796, 15.7621421
23.3646999999992, 1983.7917326, 2679.2462825, 1403.1586267, 1605.2346106, 15.7630345
23.3677999999992, 1983.6769634, 2679.5362560, 1403.0774308, 1605.1417469, 15.7639269
23.3708999999992, 1983.5622009, 2679.8262128, 1402.9962395, 1605.0488886, 15.7648194
23.3739999999992, 1983.4474450, 2680.1161528, 1402.9150530, 1604.9560356, 15.7657119
23.3770999999992, 1983.3326958, 2680.4060760, 1402.8338712, 1604.8631880, 15.7666045
23.3801999999992, 1983.2179532, 2680.6959824, 1402.7526941, 1604.7703458, 15.7674971
23.3832999999992, 1983.1032172, 2680.9858720, 1402.6715218, 1604.6775090, 15.7683897
23.3863999999992, 1982.9884879, 2681.2757449, 1402.5903541, 1604.5846775, 15.7692824
23.3894999999992, 1982.8737652, 2681.5656010, 1402.5091912, 1604.4918514, 15.7701752
23.3925999999992, 1982.7590491, 2681.8554403, 1402.4280331, 1604.3990306, 15.7710680
23.3956999999992, 1982.6443397, 2682.1452629, 1402.3468796, 1604.3062152, 15.7719608
23.3987999999992, 1982.5296370, 2682.4350687, 1402.2657309, 1604.2134052, 15.7728537
23.4018999999992, 1982.4149408, 2682.7248577, 1402.1845869, 1604.1206005, 15.7737467
23.4049999999992, 1982.3002513, 2683.0146299, 1402.1034476, 1604.0278013, 15.7746397
23.4080999999992, 1982.1855684, 2683.3043854, 1402.0223130, 1603.9350073, 15.7755327
23.4111999999992, 1982.0708922, 2683.5941241, 1401.9411832, 1603.8422188, 15.7764258
23.4142999999992, 1981.9562226, 2683.8838460, 1401.8600580, 1603.7494356, 15.7773189
23.4173999999992, 1981.8415596, 2684.1735512, 1401.7789376, 1603.6566578, 15.7782121
23.4204999999992, 1981.7269033, 2684.4632396, 1401.6978219, 1603.5638853, 15.7791054
23.4235999999992, 1981.6122536, 2684.7529113, 1401.6167110, 1603.4711182, 15.7799986
23.4266999999992, 1981.4976106, 2685.0425661, 1401.5356047, 1603.3783564, 15.7808920
23.4297999999992, 1981.3829741, 2685.3322043, 1401.4545032, 1603.2856001, 15.7817853
23.4328999999992, 1981.2683443, 2685.6218256, 1401.3734064, 1603.1928491, 15.7826788
23.4359999999992, 1981.1537212, 2685.9114302, 1401.2923143, 1603.1001034, 15.7835722
23.4390999999992, 1981.0391046, 2686.2010181, 1401.2112269, 1603.0073631, 15.7844657
23.4421999999992, 1980.9244947, 2686.4905892, 1401.1301443, 1602.9146282, 15.7853593
23.4452999999992, 1980.8098914, 2686.7801435, 1401.0490663, 1602.8218986, 15.7862529
23.4483999999992, 1980.6952948, 2687.0696811, 1400.9679931, 1602.7291744, 15.7871466
23.4514999999992, 1980.5807048, 2687.3592019, 1400.8869246, 1602.6364556, 15.7880403
23.4545999999992, 1980.4661214, 2687.6487060, 1400.8058608, 1602.5437421, 15.7889341
23.4576999999992, 1980.3515447, 2687.9381933, 1400.7248018, 1602.4510340, 15.7898279
23.4607999999992, 1980.2369745, 2688.2276638, 1400.6437474, 1602.3583312, 15.7907217
23.4638999999992, 1980.1224110, 2688.5171177, 1400.5626978, 1602.2656338, 15.7916156
23.4669999999992, 1980.0078542, 2688.8065547, 1400.4816528, 1602.1729418, 15.7925096
23.4700999999992, 1979.8933039, 2689.0959750, 1400.4006126, 1602.0802551, 15.7934036
23.4731999999992, 1979.7787603, 2689.3853786, 1400.3195771, 1601.9875737, 15.7942976
23.4762999999992, 1979.6642233, 2689.6747654, 1400.2385464, 1601.8948978, 15.7951917
23.4793999999992, 1979.5496930, 2689.9641355, 1400.1575203, 1601.8022272, 15.7960858
23.4824999999992, 1979.4351693, 2690.2534888, 1400.0764990, 1601.7095619, 15.7969800
23.4855999999992, 1979.3206522, 2690.5428254, 1399.9954823, 1601.6169020, 15.7978743
23.4886999999992, 1979.2061417, 2690.8321453, 1399.9144704, 1601.5242475, 15.7987685
23.4917999999992, 1979.0916378, 2691.1214484, 1399.8334632, 1601.4315983, 15.7996629
23.4948999999992, 1978.9771406, 2691.4107347, 1399.7524607, 1601.3389545, 15.8005572
23.4979999999992, 1978.8626500, 2691.7000044, 1399.6714629, 1601.2463160, 15.8014517
23.5010999999992, 1978.7481660, 2691.9892573, 1399.5904698, 1601.1536829, 15.8023461
23.5041999999992, 1978.6336887, 2692.2784934, 1399.5094815, 1601.0610552, 15.8032407
23.5072999999992, 1978.5192179, 2692.5677128, 1399.4284978, 1600.9684328, 15.8041352
23.5103999999992, 1978.4047538, 2692.8569155, 1399.3475189, 1600.8758157, 15.8050298
23.5134999999992, 1978.2902963, 2693.1461014, 1399.2665447, 1600.7832040, 15.8059245
23.5165999999992, 1978.1758455, 2693.4352706, 1399.1855751, 1600.6905977, 15.8068192
23.5196999999992, 1978.0614012, 2693.7244231, 1399.1046103, 1600.5979967, 15.8077140
23.5227999999992, 1977.9469636, 2694.0135588, 1399.0236502, 1600.5054011, 15.8086088
23.5258999999992, 1977.8325326, 2694.3026779, 1398.9426949, 1600.4128108, 15.8095037
23.5289999999992, 1977.7181082, 2694.5917801, 1398.8617442, 1600.3202259, 15.8103986
23.5320999999992, 1977.6036905, 2694.8808657, 1398.7807982, 1600.2276463, 15.8112935
23.5351999999992, 1977.4892793, 2695.1699345, 1398.6998569, 1600.1350721, 15.8121885
23.5382999999992, 1977.3748748, 2695.4589866, 1398.6189204, 1600.0425033, 15.8130836
23.5413999999992, 1977.2604769, 2695.7480220, 1398.5379885, 1599.9499397, 15.8139787
23.5444999999992, 1977.1460857, 2696.0370406, 1398.4570614, 1599.8573816, 15.8148738
23.5475999999992, 1977.0317010, 2696.3260425, 1398.3761390, 1599.7648288, 15.8157690
23.5506999999992, 1976.9173230, 2696.6150277, 1398.2952213, 1599.6722813, 15.8166642
23.5537999999992, 1976.8029515, 2696.9039962, 1398.2143082, 1599.5797392, 15.8175595
23.5568999999992, 1976.6885867, 2697.1929479, 1398.1333999, 1599.4872025, 15.8184548
23.5599999999992, 1976.5742285, 2697.4818830, 1398.0524963, 1599.3946711, 15.8193502
23.5630999999992, 1976.4598770, 2697.7708013, 1397.9715974, 1599.3021450, 15.8202457
23.5661999999992, 1976.3455320, 2698.0597029, 1397.8907033, 1599.2096243, 15.8211411
23.5692999999992, 1976.2311937, 2698.3485878, 1397.8098138, 1599.1171090, 15.8220367
23.5723999999992, 1976.1168619, 2698.6374559, 1397.7289290, 1599.0245990, 15.8229322
23.5754999999992, 1976.0025368, 2698.9263074, 1397.6480489, 1598.9320943, 15.8238279
23.5785999999992, 1975.8882183, 2699.2151421, 1397.5671735, 1598.8395950, 15.8247235
23.5816999999992, 1975.7739065, 2699.5039601, 1397.4863029, 1598.7471011, 15.8256193
23.5847999999992, 1975.6596012, 2699.7927614, 1397.4054369, 1598.6546125, 15.8265150
23.5878999999992, 1975.5453026, 2700.0815460, 1397.3245757, 1598.5621292, 15.8274108
23.5909999999992, 1975.4310105, 2700.3703139, 1397.2437191, 1598.4696513, 15.8283067
23.5940999999992, 1975.3167251, 2700.6590651, 1397.1628672, 1598.3771787, 15.8292026
23.5971999999992, 1975.2024463, 2700.9477995, 1397.0820201, 1598.2847115, 15.8300986
23.6002999999992, 1975.0881741, 2701.2365173, 1397.0011776, 1598.1922496, 15.8309946
23.6033999999992, 1974.9739085, 2701.5252183, 1396.9203399, 1598.0997931, 15.8318906
23.6064999999992, 1974.8596495, 2701.8139027, 1396.8395069, 1598.0073419, 15.8327867
23.6095999999992, 1974.7453972, 2702.1025703, 1396.7586785, 1597.9148961, 15.8336829
23.6126999999992, 1974.6311514, 2702.3912213, 1396.6778549, 1597.8224556, 15.8345791
23.6157999999992, 1974.5169123, 2702.6798555, 1396.5970359, 1597.7300205, 15.8354753
23.6188999999992, 1974.4026797, 2702.9684730, 1396.5162217, 1597.6375907, 15.8363716
23.6219999999992, 1974.2884538, 2703.2570739, 1396.4354121, 1597.5451662, 15.8372679
23.6250999999992, 1974.1742345, 2703.5456580, 1396.3546073, 1597.4527471, 15.8381643
23.6281999999992, 1974.0600218, 2703.8342254, 1396.2738072, 1597.3603333, 15.8390608
23.6312999999992, 1973.9458157, 2704.1227761, 1396.1930117, 1597.2679249, 15.8399573
23.6343999999992, 1973.8316162, 2704.4113102, 1396.1122210, 1597.1755218, 15.8408538
23.6374999999992, 1973.7174233, 2704.6998275, 1396.0314349, 1597.0831241, 15.8417504
23.6405999999992, 1973.6032371, 2704.9883282, 1395.9506536, 1596.9907317, 15.8426470
23.6436999999992, 1973.4890574, 2705.2768121, 1395.8698769, 1596.8983447, 15.8435437
23.6467999999992, 1973.3748843, 2705.5652794, 1395.7891050, 1596.8059630, 15.8444404
23.6498999999992, 1973.2607179, 2705.8537299, 1395.7083377, 1596.7135866, 15.8453372
23.6529999999992, 1973.1465580, 2706.1421638, 1395.6275752, 1596.6212156, 15.8462340
23.6560999999992, 1973.0324048, 2706.4305810, 1395.5468173, 1596.5288499, 15.8471309
23.6591999999992, 1972.9182582, 2706.7189815, 1395.4660641, 1596.4364896, 15.8480278
23.6622999999992, 1972.8041181, 2707.0073653, 1395.3853157, 1596.3441346, 15.8489247
23.6653999999992, 1972.6899847, 2707.2957324, 1395.3045719, 1596.2517849, 15.8498218
23.6684999999992, 1972.5758579, 2707.5840829, 1395.2238328, 1596.1594406, 15.8507188
23.6715999999992, 1972.4617377, 2707.8724166, 1395.1430984, 1596.0671016, 15.8516159
23.6746999999992, 1972.3476241, 2708.1607337, 1395.0623688, 1595.9747680, 15.8525131
23.6777999999992, 1972.2335170, 2708.4490340, 1394.9816438, 1595.8824397, 15.8534103
23.6808999999992, 1972.1194166, 2708.7373177, 1394.9009235, 1595.7901167, 15.8543075
23.6839999999992, 1972.0053228, 2709.0255848, 1394.8202079, 1595.6977991, 15.8552048
23.6870999999992, 1971.8912356, 2709.3138351, 1394.7394970, 1595.6054868, 15.8561022
23.6901999999992, 1971.7771550, 2709.6020688, 1394.6587907, 1595.5131798, 15.8569996
23.6932999999992, 1971.6630810, 2709.8902857, 1394.5780892, 1595.4208782, 15.8578970
23.6963999999992, 1971.5490136, 2710.1784860, 1394.4973924, 1595.3285820, 15.8587945
23.6994999999992, 1971.4349528, 2710.4666697, 1394.4167002, 1595.2362910, 15.8596921
23.7025999999992, 1971.3208986, 2710.7548366, 1394.3360128, 1595.1440054, 15.8605897
23.7056999999992, 1971.2068510, 2711.0429869, 1394.2553300, 1595.0517252, 15.8614873
23.7087999999992, 1971.0928100, 2711.3311205, 1394.1746520, 1594.9594502, 15.8623850
23.7118999999992, 1970.9787756, 2711.6192374, 1394.0939786, 1594.8671806, 15.8632827
23.7149999999992, 1970.8647478, 2711.9073377, 1394.0133099, 1594.7749164, 15.8641805
23.7180999999992, 1970.7507266, 2712.1954212, 1393.9326459, 1594.6826575, 15.8650783
23.7211999999992, 1970.6367120, 2712.4834881, 1393.8519866, 1594.5904039, 15.8659762
23.7242999999992, 1970.5227040, 2712.7715384, 1393.7713320, 1594.4981556, 15.8668741
23.7273999999992, 1970.4087026, 2713.0595720, 1393.6906821, 1594.4059127, 15.8677721
23.7304999999992, 1970.2947078, 2713.3475889, 1393.6100369, 1594.3136752, 15.8686701
23.7335999999992, 1970.1807195, 2713.6355891, 1393.5293963, 1594.2214429, 15.8695682
23.7366999999992, 1970.0667379, 2713.9235727, 1393.4487605, 1594.1292160, 15.8704663
23.7397999999992, 1969.9527629, 2714.2115396, 1393.3681293, 1594.0369944, 15.8713645
23.7428999999992, 1969.8387945, 2714.4994899, 1393.2875029, 1593.9447782, 15.8722627
23.7459999999992, 1969.7248326, 2714.7874235, 1393.2068811, 1593.8525673, 15.8731609
23.7490999999992, 1969.6108774, 2715.0753404, 1393.1262640, 1593.7603617, 15.8740592
23.7521999999992, 1969.4969287, 2715.3632407, 1393.0456516, 1593.6681614, 15.8749576
23.7552999999992, 1969.3829867, 2715.6511243, 1392.9650438, 1593.5759665, 15.8758560
23.7583999999992, 1969.2690512, 2715.9389912, 1392.8844408, 1593.4837769, 15.8767545
23.7614999999992, 1969.1551223, 2716.2268415, 1392.8038424, 1593.3915927, 15.8776530
23.7645999999992, 1969.0412001, 2716.5146752, 1392.7232488, 1593.2994138, 15.8785515
23.7676999999992, 1968.9272844, 2716.8024921, 1392.6426598, 1593.2072402, 15.8794501
23.7707999999992, 1968.8133753, 2717.0902925, 1392.5620755, 1593.1150719, 15.8803488
23.7738999999992, 1968.6994728, 2717.3780761, 1392.4814959, 1593.0229090, 15.8812474
23.7769999999992, 1968.5855769, 2717.6658432, 1392.4009210, 1592.9307514, 15.8821462
23.7800999999992, 1968.4716876, 2717.9535935, 1392.3203507, 1592.8385991, 15.8830450
23.7831999999992, 1968.3578048, 2718.2413273, 1392.2397852, 1592.7464522, 15.8839438
23.7862999999992, 1968.2439287, 2718.5290443, 1392.1592243, 1592.6543105, 15.8848427
23.7893999999992, 1968.1300591, 2718.8167448, 1392.0786681, 1592.5621743, 15.8857416
23.7924999999992, 1968.0161962, 2719.1044285, 1391.9981166, 1592.4700433, 15.8866406
23.7955999999992, 1967.9023398, 2719.3920957, 1391.9175698, 1592.3779177, 15.8875396
23.7986999999992, 1967.7884900, 2719.6797461, 1391.8370277, 1592.2857974, 15.8884387
